district,neighborhood,lat,lon,strategy,place_type,address,is_periphery
kadikoy,rasimpasa,40.9970269,29.0265413,tight,administrative,"Rasimpaşa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34716, Türkiye",0
sultanbeyli,mimarsinan,40.9670242,29.2671314,fallback,administrative,"Sultanbeyli, İstanbul, Marmara Bölgesi, Türkiye",0
umraniye,serifali,41.0004717,29.1458001,tight,administrative,"Şerifali Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,rumelihisari,41.088594,29.0551627,tight,administrative,"Rumelihisarı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
gungoren,haznedar,41.0104658,28.8707783,tight,administrative,"Haznedar Mahallesi, Güngören, İstanbul, Marmara Bölgesi, Türkiye",0
tuzla,postane,40.8212998,29.2923005,tight,administrative,"Postane Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34940, Türkiye",0
cekmekoy,tasdelen,41.031185,29.2311306,tight,administrative,"Taşdelen Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye",0
bakirkoy,atakoy,40.9863878,28.8464657,tight,administrative,"Ataköy 7-8-9-10. Kısım Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye",0
sisli,tesvikiye,41.0519368,28.9966371,tight,administrative,"Teşvikiye Mahallesi, Nişantaşı, Şişli, İstanbul, Marmara Bölgesi, 34365, Türkiye",0
sisli,cumhuriyet,41.0556861,28.9818925,tight,administrative,"Cumhuriyet Mahallesi, Bomonti, Şişli, İstanbul, Marmara Bölgesi, 34380, Türkiye",0
uskudar,bulgurlu,41.0183309,29.0793243,tight,administrative,"Bulgurlu Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, Türkiye",0
atasehir,ornek,40.9956672,29.0784307,tight,administrative,"Örnek Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34704, Türkiye",0
kagithane,seyrantepe,41.0796544,28.9731198,fallback,station,"Kağıthane, Cendere Caddesi, Çağlayan Mahallesi, Merkez Mahallesi, Kâğıthane, İstanbul, Marmara Bölgesi, 34406, Türkiye",0
sisli,bozkurt,41.0498994,28.984135,tight,administrative,"Bozkurt Mahallesi, Pangaltı, Şişli, İstanbul, Marmara Bölgesi, 34373, Türkiye",0
kartal,esentepe,40.9069182,29.1868775,tight,administrative,"Esentepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, Türkiye",0
maltepe,feyzullah,40.9248017,29.1291275,tight,administrative,"Feyzullah Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, Türkiye",0
bahcelievler,yenibosna,41.0134935,28.8251315,medium,administrative,"Yenibosna Merkez Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34197, Türkiye",0
atasehir,merkez,40.9929379,29.1135187,fallback,administrative,"Ataşehir, İstanbul, Marmara Bölgesi, Türkiye",0
maltepe,yali,40.9201889,29.1277394,tight,administrative,"Yalı Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, Türkiye",0
atasehir,barbaros,40.9902522,29.1035997,tight,administrative,"Barbaros Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34746, Türkiye",0
bayrampasa,muratpasa,41.0473011,28.9062926,tight,administrative,"Muratpaşa Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34040, Türkiye",0
tuzla,icmeler,40.8492047,29.3050492,tight,administrative,"İçmeler Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, Türkiye",0
uskudar,acibadem,41.0062328,29.0528941,tight,administrative,"Acıbadem Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34660, Türkiye",0
fatih,aksaray,41.0083123,28.9502838,tight,administrative,"Aksaray Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34096, Türkiye",0
basaksehir,merkez,41.1207023,28.7664456,tight,subway,"M3 Kayaşehir Merkez - Bakırköy Sahil Metro Hattı, Kayaşehir Bulvarı, Kayabaşı Mahallesi, Başakşehir, İstanbul, Marmara Bölgesi, 34494, Türkiye",0
kadikoy,sahrayicedit,40.9831733,29.0831882,tight,administrative,"Sahrayıcedit Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34734, Türkiye",0
kartal,topselvi,40.8997406,29.2113664,tight,assembly_point,"Afet ve Acil Durum Toplanma Alanı İstanbul Kartal, Dipçik Sokağı, Yunus Mahallesi, Topselvi Mahalesi, Kartal, İstanbul, Marmara Bölgesi, 34873, Türkiye",0
eyupsultan,kemerburgaz,41.0933779,28.9528281,tight,proposed,"Büyük İstanbul Tüneli, Kemerburgaz Kavşağı, 5. Levent Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34060, Türkiye",0
cekmekoy,merkez,41.0369088,29.1771094,tight,administrative,"Merkez Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, 34782, Türkiye",0
besiktas,akatlar,41.0812105,29.0261142,tight,townhall,"Akatlar Mahallesi Muhtarlığı, 3, Haydar Aliyev Caddesi, Karanfilköy, Akat Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34335, Türkiye",0
bahcelievler,zafer,41.0007517,28.8375769,tight,administrative,"Zafer Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, Türkiye",0
sisli,merkez,41.0634057,28.9845271,tight,administrative,"Merkez Mahallesi, Osmanbey, Şişli, İstanbul, Marmara Bölgesi, Türkiye",0
besiktas,turkali,41.047674,29.0023049,tight,administrative,"Türkali Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye",0
bahcelievler,merkez,41.0134935,28.8251315,tight,administrative,"Yenibosna Merkez Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34197, Türkiye",0
sisli,mesrutiyet,41.0548748,28.9912241,tight,administrative,"Meşrutiyet Mahallesi, Nişantaşı, Şişli, İstanbul, Marmara Bölgesi, 34363, Türkiye",0
beykoz,anadoluhisari,41.0840924,29.0683684,tight,administrative,"Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,carsi,40.9153788,29.2982399,tight,construction,"Üstün Çarşı, Kurtköy Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
bayrampasa,altintepsi,41.0388737,28.9015865,tight,administrative,"Altıntepsi Mahallesi, Bayrampaşa, İstanbul, Marmara Bölgesi, 34035, Türkiye",0
beylikduzu,yakuplu,40.990113,28.6700436,tight,administrative,"Yakuplu Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34524, Türkiye",0
atasehir,icerenkoy,40.9701086,29.1110569,tight,administrative,"İçerenköy Mahallesi, Ataşehir, İstanbul, Marmara Bölgesi, 34752, Türkiye",0
fatih,sehremini,41.0138832,28.9327162,tight,administrative,"Şehremini Mahallesi, İstanbul, Fatih, İstanbul, Marmara Bölgesi, 34104, Türkiye",0
umraniye,esenevler,41.0121877,29.0922465,tight,administrative,"Esenevler Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
kadikoy,acibadem,41.0037683,29.0437162,tight,administrative,"Acıbadem Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34718, Türkiye",0
beylikduzu,gurpinar,40.9898645,28.6110486,tight,administrative,"Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye",0
uskudar,kandilli,41.0726098,29.0576991,tight,administrative,"Kandilli Mahallesi, Üsküdar, İstanbul, Marmara Bölgesi, 34684, Türkiye",0
sisli,esentepe,41.0707741,29.0108118,tight,administrative,"Esentepe Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34394, Türkiye",0
bakirkoy,florya,40.9826126,28.7942206,tight,hotel,"BayMari Suites Florya Istanbul, Florya Caddesi, Florya, Şenlikköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34153, Türkiye",0
cekmekoy,alemdag,41.0496927,29.237004,tight,administrative,"Alemdağ Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye",0
kadikoy,osmanaga,40.9892604,29.0303888,tight,administrative,"Osmanağa Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34714, Türkiye",0
maltepe,altintepe,40.951875,29.1016652,tight,administrative,"Altıntepe Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34840, Türkiye",0
maltepe,cinar,40.9441446,29.1127963,tight,administrative,"Çınar Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, Türkiye",0
maltepe,basibuyuk,40.9585576,29.1485408,tight,administrative,"Başıbüyük Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34854, Türkiye",0
maltepe,altaycesme,40.9278843,29.131346,tight,administrative,"Altayçeşme Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34843, Türkiye",0
maltepe,baglarbasi,40.9255731,29.1399822,tight,administrative,"Bağlarbaşı Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, 34844, Türkiye",0
pendik,fatih,40.8676856,29.2977107,tight,administrative,"Fatih Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
besiktas,kaynarca,41.0428465,29.0075283,fallback,administrative,"Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,fevzi cakmak,40.8780711,29.263908,tight,administrative,"Fevzi Çakmak Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,guzelyali,40.8605709,29.2821813,tight,administrative,"Güzelyalı Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,gullu baglar,40.896909,29.2743647,tight,administrative,"Güllü Bağlar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,ahmet yesevi,40.8683853,29.3087934,tight,administrative,"Ahmet Yesevi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
beyoglu,harmandere,41.0284233,28.9736808,fallback,administrative,"Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,orhangazi,40.8660896,29.2894246,tight,administrative,"Orhangazi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34903, Türkiye",0
beyoglu,kurtkoy,41.0284233,28.9736808,fallback,administrative,"Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,velibaba,40.9044885,29.2543843,tight,administrative,"Velibaba Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34896, Türkiye",0
pendik,kavakpinar,40.8811385,29.2868227,tight,administrative,"Kavakpınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,cinardere,40.894557,29.2395687,tight,administrative,"Çınardere Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,suluntepe,40.9130716,29.2779541,tight,administrative,"Sülüntepe Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34909, Türkiye",0
pendik,esenler,40.8851987,29.2726983,tight,administrative,"Esenler Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34899, Türkiye",0
bahcelievler,bahcelievler,41.0042246,28.8714141,tight,administrative,"Bahçelievler Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34180, Türkiye",0
pendik,dumlupinar,40.8920988,29.2483221,tight,administrative,"Dumlupınar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,ertugrul gazi,40.9191039,29.263751,tight,administrative,"Ertuğrul Gazi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
beyoglu,camlik,41.0564835,28.9525334,tight,residential,"Çamlık Altı Sokağı, Örnektepe, Örnektepe Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye",0
pendik,seyhli,40.9069317,29.2844986,tight,administrative,"Şeyhli Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,orta,40.8903637,29.2419118,tight,administrative,"Orta Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,ramazanoglu,40.89662,29.2865221,tight,administrative,"Ramazanoğlu Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,yayalar,40.9027998,29.267275,tight,administrative,"Yayalar Mahallesi, Pendik, İstanbul, Marmara Bölgesi, Türkiye",0
besiktas,bati,41.0428465,29.0075283,fallback,administrative,"Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye",0
bahcelievler,sapan baglari,41.0030495,28.8657701,fallback,administrative,"Bahçelievler, İstanbul, Marmara Bölgesi, Türkiye",0
pendik,sanayi,40.9055698,29.2991635,tight,administrative,"Sanayi Mahallesi, Pendik, İstanbul, Marmara Bölgesi, 34906, Türkiye",0
bahcelievler,yeni,41.0134935,28.8251315,tight,administrative,"Yenibosna Merkez Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34197, Türkiye",0
besiktas,dogu,41.0428465,29.0075283,fallback,administrative,"Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye",0
bahcelievler,yesilbaglar,41.0030495,28.8657701,fallback,administrative,"Bahçelievler, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,mevlana,41.0127344,29.2592977,tight,administrative,"Mevlana Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,merve,41.006145,29.2405436,tight,administrative,"Merve Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,osmangazi,40.9865128,29.2359802,tight,administrative,"Osmangazi Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,veysel karani,40.9633154,29.2422828,tight,administrative,"Veysel Karani Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,ataturk,41.0106272,29.2232789,tight,administrative,"Atatürk Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,fatih,40.9576787,29.2143124,tight,administrative,"Fatih Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34885, Türkiye",0
sancaktepe,safa,41.0086084,29.2456768,tight,administrative,"Safa Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,akpinar,40.9670161,29.2303824,tight,administrative,"Akpınar Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,abdurrahmangazi,40.9923179,29.2333854,tight,administrative,"Abdurrahmangazi Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, 34887, Türkiye",0
sancaktepe,yunus emre,41.0181749,29.249504,tight,administrative,"Yunus Emre Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,hilal,41.0223751,29.25177,tight,administrative,"Hilal Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,kemal turkler,41.0069937,29.2176514,tight,administrative,"Kemal Türkler Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,emek,41.0053334,29.1936719,tight,administrative,"Emek Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,inonu,41.0112928,29.2122553,tight,administrative,"İnönü Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,meclis,41.0104122,29.2048777,tight,administrative,"Meclis Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sancaktepe,eyup sultan,40.9841274,29.2257791,tight,administrative,"Eyüp Sultan Mahallesi, Sancaktepe, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,kocatas,41.1689299,29.0352598,tight,administrative,"Kocataş Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,pinar,41.1135256,29.0320167,tight,administrative,"Pınar Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,fatih sultan mehmet,41.0957471,29.0354378,tight,administrative,"Fatih Sultan Mehmet Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34470, Türkiye",0
sariyer,maden,41.1817996,29.0379835,tight,administrative,"Maden Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,ferahevler,41.1296186,29.0442745,tight,administrative,"Ferahevler Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34457, Türkiye",0
sariyer,rumeli hisari,41.088594,29.0551627,tight,administrative,"Rumelihisarı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,poligon,41.117034,29.0413306,tight,administrative,"Poligon Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34460, Türkiye",0
sariyer,sariyer merkez,41.1695338,29.0555158,tight,administrative,"Merkez Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,cumhuriyet,41.1478306,29.0347131,tight,administrative,"Cumhuriyet Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,emirgan,41.103131,29.0536894,tight,administrative,"Emirgan Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,kirecburnu,41.1459737,29.0465248,tight,administrative,"Kireçburnu Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,resitpasa,41.1068809,29.0411147,tight,administrative,"Reşitpaşa Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34467, Türkiye",0
sariyer,bahcekoy yeni,41.1687361,28.9862127,tight,cemetery,"Yeni Bahçeköy Mezarlığı, Bahçeköy Kemer Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,rumeli kavagi,41.182087,29.073744,tight,bus_stop,"Rumeli Kavağı, Köybaşı Caddesi, Rumelikavağı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34450, Türkiye",0
sariyer,yenikoy,41.1231548,29.070613,tight,administrative,"Yeniköy Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34464, Türkiye",0
sariyer,baltalimani,41.0955584,29.0525824,tight,administrative,"Baltalimanı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34470, Türkiye",0
sariyer,kazim karabekir pasa,41.1626163,29.0278664,tight,administrative,"Kazım Karabekir Paşa Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34453, Türkiye",0
sariyer,camlitepe,41.1301627,29.0269573,tight,administrative,"Çamlıtepe Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,yeni,41.1897861,28.9861797,tight,dam,"İkinci Mahmut Bendi, Bahçeköy Merkez Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34473, Türkiye",0
sariyer,bahcekoy kemer,41.1689972,28.9896726,tight,administrative,"Bahçeköy Kemer Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, 34473, Türkiye",0
sariyer,cayirbasi,41.1587199,29.0326,tight,administrative,"Çayırbaşı Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,bahcekoy merkez,41.1796845,28.9912882,tight,administrative,"Bahçeköy Merkez Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,ptt evleri,41.1573969,29.0220693,tight,administrative,"PTT Evleri Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
sariyer,darussafaka,41.1265,29.0290332,tight,administrative,"Darüşşafaka Mahallesi, Sarıyer, İstanbul, Marmara Bölgesi, Türkiye",0
silivri,mimar sinan,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,fatih,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,alibey,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,yeni,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,piri mehmet pasa,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,cumhuriyet,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
besiktas,ortakoy,41.0546272,29.0281901,tight,administrative,"Ortaköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34347, Türkiye",0
silivri,semizkumlar,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
silivri,alipasa,41.0741,28.2466,manual_district_center,manual,silivri ilce merkezi (manuel),1
adalar,buyukada,40.8744993,29.1275232,tight,ferry_terminal,"Büyükada, Gülistan Caddesi, Maden Mahallesi, Adalar, İstanbul, Marmara Bölgesi, 34970, Türkiye",0
beyoglu,kemankes,41.0240811,28.9789862,tight,administrative,"Kemankeş Karamustafa Paşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye",0
beyoglu,arapcami,41.0284233,28.9736808,fallback,administrative,"Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye",0
kucukcekmece,merkez,41.0356342,28.7925691,tight,administrative,"Halkalı Merkez Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
kadikoy,kosuyolu,41.0069381,29.0350244,tight,administrative,"Koşuyolu Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, Türkiye",0
bakirkoy,yesilkoy,40.9589829,28.8225574,tight,administrative,"Yeşilköy Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34149, Türkiye",0
sisli,harbiye,41.0452381,28.9910139,tight,administrative,"Harbiye Mahallesi, Şişli, İstanbul, Marmara Bölgesi, 34367, Türkiye",0
maltepe,aydinevler,40.9490261,29.1281559,tight,administrative,"Aydınevler Mahallesi, Maltepe, İstanbul, Marmara Bölgesi, Türkiye",0
zeytinburnu,bestelsiz,40.9994868,28.9045024,tight,administrative,"Beştelsiz Mahallesi, Zeytinburnu, İstanbul, Marmara Bölgesi, Türkiye",0
besiktas,etiler,41.0840093,29.0366077,tight,administrative,"Etiler Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34337, Türkiye",0
kadikoy,caddebostan,40.9670186,29.0629255,tight,administrative,"Caddebostan Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34728, Türkiye",0
besiktas,bebek,41.0790159,29.0439589,tight,administrative,"Bebek Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34342, Türkiye",0
besiktas,levent,41.0815723,29.0169502,tight,administrative,"Levent Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye",0
beyoglu,purtelas,41.0318896,28.9853699,tight,apartment,"Urban Suites Istanbul, 37, Güneşli Sokağı, Fındıklı, Cihangir Mahallesi, Pürtelaş Hasan Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34433, Türkiye",0
kadikoy,egitim,40.9890334,29.0490887,tight,administrative,"Eğitim Mahallesi, Kadıköy, İstanbul, Marmara Bölgesi, 34722, Türkiye",0
eyupsultan,rami,41.0484918,28.9207553,medium,quarter,"Rami, Rami Cuma Mahallesi, Eyüpsultan, İstanbul, Marmara Bölgesi, 34055, Türkiye",0
bahcelievler,cobancesme,41.0043769,28.826637,tight,administrative,"Çobançeşme Mahallesi, Bahçelievler, İstanbul, Marmara Bölgesi, 34197, Türkiye",0
bagcilar,kirazli,41.0342808,28.8363908,tight,administrative,"Kirazlı Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, Türkiye",0
bagcilar,mahmutbey,41.0559744,28.8245305,tight,administrative,"Mahmutbey Mahallesi, Bağcılar, İstanbul, Marmara Bölgesi, 34218, Türkiye",0
umraniye,ataturk,41.0252686,29.0920104,tight,administrative,"Atatürk Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
tuzla,tersaneler,40.8475776,29.2938104,tight,bus_stop,"Tersaneler, Güzin Sk., Aydıntepe Mahallesi, Tuzla, İstanbul, Marmara Bölgesi, 34947, Türkiye",0
bakirkoy,zuhuratbaba,40.9824138,28.8711297,tight,administrative,"Zuhuratbaba Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34147, Türkiye",0
umraniye,aksemsettin,41.0121587,29.1024492,tight,park,"Akşemsettin Parkı, Atakent Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
kucukcekmece,fatih,40.9920419,28.76962,tight,administrative,"Fatih Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
esenler,ahmet yesevi,41.0376175,28.8824519,fallback,administrative,"Esenler, İstanbul, Marmara Bölgesi, Türkiye",0
kucukcekmece,abdurrahmangazi,40.9918737,28.7711956,fallback,administrative,"Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
buyukcekmece,battalgazi,41.0001922,28.6084846,tight,residential,"Battalgazi Sokağı, Pınartepe Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye",0
umraniye,necip fazil,41.0175067,29.1752803,tight,administrative,"Necip Fazıl Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
esenler,turgut reis,41.0614133,28.8642849,tight,administrative,"Turgut Reis Mahallesi, Esenler, İstanbul, Marmara Bölgesi, Türkiye",0
umraniye,yavuz selim,41.0008342,29.1398983,tight,park,"Yavuz Sultan Selim Parkı, Tatlısu Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, Türkiye",0
umraniye,hamidiye,41.0093533,29.1686676,tight,residential,"Hamidiye Sokağı, Esenşehir Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34776, Türkiye",0
buyukcekmece,adil,41.021654,28.579757,fallback,administrative,"Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
buyukcekmece,mimar sinan,41.0160925,28.5604373,tight,administrative,"Mimarsinan Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
esenler,mecidiye,41.0376175,28.8824519,fallback,administrative,"Esenler, İstanbul, Marmara Bölgesi, Türkiye",0
kucukcekmece,hasanpasa,40.9918737,28.7711956,fallback,administrative,"Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
kucukcekmece,mehmet akif,41.0531043,28.8058591,tight,administrative,"Mehmet Akif Mahallesi, Küçükçekmece, İstanbul, Marmara Bölgesi, Türkiye",0
umraniye,orhangazi,41.0272225,29.1536277,tight,tertiary,"Orhangazi Caddesi, Parseller Mahallesi, Ümraniye, İstanbul, Marmara Bölgesi, 34773, Türkiye",0
bakirkoy,zeytinlik,40.9789622,28.8724028,tight,administrative,"Zeytinlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, 34140, Türkiye",0
beyoglu,taksim,41.0379547,28.9852034,tight,pedestrian,"Taksim Meydanı, Taksim, Gümüşsuyu, Gümüşsuyu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34437, Türkiye",0
bakirkoy,cevizlik,40.9785708,28.8754801,tight,administrative,"Cevizlik Mahallesi, Bakırköy, İstanbul, Marmara Bölgesi, Türkiye",0
kartal,dragos,40.9073217,29.1437228,tight,quarter,"Dragos, Orhantepe Mahallesi, Kartal, İstanbul, Marmara Bölgesi, 34865, Türkiye",0
sultangazi,zubeyde hanim,41.1002781,28.907478,tight,administrative,"Zübeyde Hanım Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, 34260, Türkiye",0
sultangazi,50. yil,41.0898827,28.8701918,tight,administrative,"50. Yıl Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, 34265, Türkiye",0
sultangazi,75. yil,41.098314,28.9023051,tight,administrative,"75. Yıl Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye",0
sultangazi,yunus emre,41.0974478,28.8915429,tight,administrative,"Yunus Emre Mahallesi, Sultangazi, İstanbul, Marmara Bölgesi, Türkiye",0
