price,area_m2,room_count,district,neighborhood,total_rooms,walkability_score,price_per_room,student_score
43000.0,101.0,2+1,beyoglu,kurtkoy,3.0,70.74,14333.333333333334,54.86
40000.0,80.0,2+1,pendik,kavakpinar,3.0,52.35,13333.333333333334,48.18
40000.0,60.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
43500.0,115.0,2+1,pendik,cinardere,3.0,52.35,14500.0,45.42
37500.0,106.0,2+1,pendik,camcesme,3.0,52.35,12500.0,50.44
39000.0,130.0,3+1,pendik,velibaba,4.0,52.35,9750.0,59.54
39000.0,130.0,3+1,pendik,cinardere,4.0,52.35,9750.0,59.54
40000.0,67.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
45000.0,120.0,2+1,beyoglu,kurtkoy,3.0,70.74,15000.0,53.31
40000.0,160.0,4+1,pendik,kavakpinar,5.0,52.35,8000.0,67.07
40000.0,86.0,2+1,pendik,guzelyali,3.0,52.35,13333.333333333334,48.18
39900.0,100.0,2+1,pendik,cinardere,3.0,52.35,13300.0,48.61
39000.0,95.0,2+1,pendik,camcesme,3.0,52.35,13000.0,49.14
40000.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
45000.0,98.0,2+1,pendik,camcesme,3.0,52.35,15000.0,44.12
45000.0,116.0,2+1,pendik,dumlupinar,3.0,52.35,15000.0,44.12
44000.0,180.0,2+1,pendik,fevzi cakmak,3.0,52.35,14666.666666666666,45.21
40000.0,120.0,3+1,pendik,suluntepe,4.0,52.35,10000.0,58.26
45000.0,100.0,2+1,beyoglu,camlik,3.0,70.74,15000.0,53.31
40000.0,96.0,2+1,pendik,velibaba,3.0,52.35,13333.333333333334,48.18
41000.0,90.0,2+1,bahcelievler,yesilbaglar,3.0,34.34,13666.666666666666,38.36
40000.0,135.0,3+1,beyoglu,yenisehir,4.0,70.74,10000.0,67.46
38000.0,94.0,2+1,pendik,camcesme,3.0,52.35,12666.666666666666,49.77
40000.0,110.0,2+1,pendik,yayalar,3.0,52.35,13333.333333333334,48.18
42500.0,110.0,2+1,beyoglu,kurtkoy,3.0,70.74,14166.666666666666,55.18
44000.0,105.0,3+1,pendik,fevzi cakmak,4.0,52.35,11000.0,54.94
45000.0,125.0,3+1,pendik,fevzi cakmak,4.0,52.35,11250.0,54.28
38500.0,110.0,3+1,beyoglu,kurtkoy,4.0,70.74,9625.0,69.15
39500.0,107.0,2+1,beyoglu,kurtkoy,3.0,70.74,13166.666666666666,57.99
41000.0,104.0,2+1,beyoglu,yenisehir,3.0,70.74,13666.666666666666,56.56
38000.0,60.0,1+1,beyoglu,camlik,2.0,70.74,19000.0,46.25
45000.0,155.0,3+1,beyoglu,yenisehir,4.0,70.74,11250.0,63.48
45000.0,90.0,2+1,bahcelievler,sapan baglari,3.0,34.34,15000.0,35.11
38000.0,88.0,2+1,beyoglu,yenisehir,3.0,70.74,12666.666666666666,58.96
45000.0,75.0,2+1,besiktas,kaynarca,3.0,76.1,15000.0,55.99
41000.0,112.0,2+1,beyoglu,yenisehir,3.0,70.74,13666.666666666666,56.56
45000.0,125.0,3+1,pendik,velibaba,4.0,52.35,11250.0,54.28
42000.0,85.0,2+1,bahcelievler,yesilbaglar,3.0,34.34,14000.0,37.41
40000.0,120.0,3+1,beyoglu,yenisehir,4.0,70.74,10000.0,67.46
38000.0,135.0,3+1,pendik,velibaba,4.0,52.35,9500.0,60.26
38500.0,135.0,3+1,pendik,kavakpinar,4.0,52.35,9625.0,59.96
42000.0,107.0,2+1,beyoglu,yenisehir,3.0,70.74,14000.0,55.61
40500.0,110.0,3+1,pendik,fevzi cakmak,4.0,52.35,10125.0,57.2
37500.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,12500.0,59.64
40250.0,89.0,2+1,beyoglu,kurtkoy,3.0,70.74,13416.666666666666,56.95
38000.0,85.0,2+1,beyoglu,harmandere,3.0,70.74,12666.666666666666,58.96
45000.0,55.0,1+1,beyoglu,yenisehir,2.0,70.74,22500.0,42.42
39500.0,90.0,2+1,beyoglu,yenisehir,3.0,70.74,13166.666666666666,57.99
41000.0,100.0,2+1,bahcelievler,yeni,3.0,34.34,13666.666666666666,38.36
40000.0,130.0,3+1,besiktas,dogu,4.0,76.1,10000.0,70.14
38000.0,90.0,2+1,beyoglu,yenisehir,3.0,70.74,12666.666666666666,58.96
40000.0,110.0,2+1,pendik,esenler,3.0,52.35,13333.333333333334,48.18
41000.0,100.0,2+1,beyoglu,harmandere,3.0,70.74,13666.666666666666,56.56
42000.0,115.0,3+1,pendik,esenyali,4.0,52.35,10500.0,56.4
38000.0,120.0,3+1,pendik,velibaba,4.0,52.35,9500.0,60.26
45000.0,70.0,1+1,beyoglu,harmandere,2.0,70.74,22500.0,42.42
40000.0,88.0,2+1,pendik,fevzi cakmak,3.0,52.35,13333.333333333334,48.18
40000.0,67.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
43500.0,90.0,2+1,beyoglu,yenisehir,3.0,70.74,14500.0,54.62
40000.0,66.0,1+1,bahcelievler,yesilbaglar,2.0,34.34,20000.0,26.74
38000.0,74.0,1+1,beyoglu,harmandere,2.0,70.74,19000.0,46.25
45000.0,95.0,2+1,beyoglu,harmandere,3.0,70.74,15000.0,53.31
38000.0,200.0,3+1,pendik,camcesme,4.0,52.35,9500.0,60.26
41000.0,55.0,1+1,beyoglu,yenisehir,2.0,70.74,20500.0,44.21
39500.0,120.0,3+1,pendik,esenyali,4.0,52.35,9875.0,59.35
42000.0,100.0,3+1,bahcelievler,bahcelievler,4.0,34.34,10500.0,47.39
40000.0,100.0,2+1,pendik,dumlupinar,3.0,52.35,13333.333333333334,48.18
38000.0,80.0,1+1,pendik,velibaba,2.0,52.35,19000.0,37.05
40000.0,125.0,3+1,beyoglu,yenisehir,4.0,70.74,10000.0,67.46
38000.0,87.0,2+1,beyoglu,harmandere,3.0,70.74,12666.666666666666,58.96
40000.0,115.0,3+1,pendik,fevzi cakmak,4.0,52.35,10000.0,58.26
42000.0,103.0,2+1,beyoglu,harmandere,3.0,70.74,14000.0,55.61
45000.0,118.0,3+1,bahcelievler,yeni,4.0,34.34,11250.0,45.28
40000.0,135.0,3+1,pendik,yayalar,4.0,52.35,10000.0,58.26
45000.0,129.0,3+1,beyoglu,camlik,4.0,70.74,11250.0,63.48
40500.0,100.0,2+1,bahcelievler,sapan baglari,3.0,34.34,13500.0,38.61
40000.0,128.0,2+1,bahcelievler,sapan baglari,3.0,34.34,13333.333333333334,39.17
38000.0,100.0,3+1,besiktas,dogu,4.0,76.1,9500.0,72.14
42000.0,102.0,2+1,beyoglu,yenisehir,3.0,70.74,14000.0,55.61
44000.0,69.0,1+1,beyoglu,yenisehir,2.0,70.74,22000.0,42.84
40000.0,90.0,2+1,beyoglu,kurtkoy,3.0,70.74,13333.333333333334,57.37
45000.0,130.0,3+1,pendik,velibaba,4.0,52.35,11250.0,54.28
45000.0,135.0,3+1,pendik,suluntepe,4.0,52.35,11250.0,54.28
45000.0,160.0,3+2,pendik,esenler,5.0,52.35,9000.0,62.37
40000.0,65.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
40000.0,107.0,2+1,beyoglu,kurtkoy,3.0,70.74,13333.333333333334,57.37
40000.0,115.0,3+1,pendik,velibaba,4.0,52.35,10000.0,58.26
40000.0,100.0,2+1,pendik,yayalar,3.0,52.35,13333.333333333334,48.18
40000.0,85.0,2+1,beyoglu,kurtkoy,3.0,70.74,13333.333333333334,57.37
42000.0,110.0,3+1,pendik,yayalar,4.0,52.35,10500.0,56.4
45000.0,130.0,3+1,beyoglu,yenisehir,4.0,70.74,11250.0,63.48
40000.0,112.0,2+1,pendik,velibaba,3.0,52.35,13333.333333333334,48.18
40000.0,85.0,2+1,pendik,fevzi cakmak,3.0,52.35,13333.333333333334,48.18
42000.0,94.0,2+1,pendik,camcesme,3.0,52.35,14000.0,46.42
41000.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,13666.666666666666,56.56
43000.0,108.0,2+1,pendik,velibaba,3.0,52.35,14333.333333333334,45.66
42000.0,108.0,2+1,beyoglu,yenisehir,3.0,70.74,14000.0,55.61
38000.0,140.0,3+1,beyoglu,yenisehir,4.0,70.74,9500.0,69.46
40000.0,72.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
45000.0,150.0,5+1,pendik,fevzi cakmak,6.0,52.35,7500.0,68.81
38500.0,100.0,3+1,pendik,orhangazi,4.0,52.35,9625.0,59.96
39000.0,105.0,2+1,pendik,dumlupinar,3.0,52.35,13000.0,49.14
45000.0,100.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
38500.0,68.0,1+1,beyoglu,harmandere,2.0,70.74,19250.0,45.99
40000.0,160.0,3+1,beyoglu,kurtkoy,4.0,70.74,10000.0,67.46
38000.0,75.0,2+1,pendik,yayalar,3.0,52.35,12666.666666666666,49.77
40000.0,83.0,2+1,beyoglu,kurtkoy,3.0,70.74,13333.333333333334,57.37
42000.0,126.0,2+1,beyoglu,kurtkoy,3.0,70.74,14000.0,55.61
42000.0,107.0,3+1,beyoglu,yenisehir,4.0,70.74,10500.0,65.59
43000.0,130.0,3+1,pendik,fevzi cakmak,4.0,52.35,10750.0,55.53
40000.0,69.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
43000.0,115.0,3+1,pendik,velibaba,4.0,52.35,10750.0,55.53
41000.0,125.0,3+1,pendik,guzelyali,4.0,52.35,10250.0,56.99
45000.0,80.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
40000.0,95.0,2+1,beyoglu,kurtkoy,3.0,70.74,13333.333333333334,57.37
45000.0,128.0,2+1,pendik,dumlupinar,3.0,52.35,15000.0,44.12
45000.0,120.0,3+1,beyoglu,kurtkoy,4.0,70.74,11250.0,63.48
37500.0,85.0,2+1,beyoglu,yenisehir,3.0,70.74,12500.0,59.64
40000.0,165.0,3+1,pendik,guzelyali,4.0,52.35,10000.0,58.26
38000.0,67.0,1+1,beyoglu,harmandere,2.0,70.74,19000.0,46.25
45000.0,66.0,1+1,pendik,camcesme,2.0,52.35,22500.0,33.23
37500.0,80.0,2+1,beyoglu,yenisehir,3.0,70.74,12500.0,59.64
43000.0,180.0,3+1,besiktas,bati,4.0,76.1,10750.0,67.4
42500.0,144.0,2+1,beyoglu,yenisehir,3.0,70.74,14166.666666666666,55.18
40000.0,90.0,3+1,pendik,kavakpinar,4.0,52.35,10000.0,58.26
45000.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
39000.0,140.0,3+1,pendik,velibaba,4.0,52.35,9750.0,59.54
40000.0,70.0,1+1,pendik,yayalar,2.0,52.35,20000.0,35.74
45000.0,128.0,3+1,pendik,velibaba,4.0,52.35,11250.0,54.28
38000.0,135.0,3+1,pendik,yayalar,4.0,52.35,9500.0,60.26
40500.0,80.0,2+1,pendik,esenler,3.0,52.35,13500.0,47.61
39000.0,115.0,2+1,beyoglu,harmandere,3.0,70.74,13000.0,58.34
37500.0,84.0,2+1,beyoglu,yenisehir,3.0,70.74,12500.0,59.64
40000.0,95.0,2+1,pendik,velibaba,3.0,52.35,13333.333333333334,48.18
43500.0,85.0,2+1,pendik,cinardere,3.0,52.35,14500.0,45.42
45000.0,124.0,3+1,pendik,gullu baglar,4.0,52.35,11250.0,54.28
40000.0,136.0,2+1,pendik,gullu baglar,3.0,52.35,13333.333333333334,48.18
41000.0,125.0,2+1,pendik,camcesme,3.0,52.35,13666.666666666666,47.37
40000.0,142.0,3+1,beyoglu,harmandere,4.0,70.74,10000.0,67.46
41000.0,100.0,2+1,beyoglu,camlik,3.0,70.74,13666.666666666666,56.56
45000.0,133.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
42000.0,90.0,2+1,beyoglu,harmandere,3.0,70.74,14000.0,55.61
40000.0,98.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
43000.0,110.0,3+1,pendik,yayalar,4.0,52.35,10750.0,55.53
44000.0,102.0,2+1,beyoglu,yenisehir,3.0,70.74,14666.666666666666,54.4
38000.0,78.0,1+1,beyoglu,harmandere,2.0,70.74,19000.0,46.25
38000.0,120.0,3+1,pendik,seyhli,4.0,52.35,9500.0,60.26
40000.0,90.0,2+1,besiktas,dogu,3.0,76.1,13333.333333333334,60.05
40000.0,130.0,2+1,pendik,ahmet yesevi,3.0,52.35,13333.333333333334,48.18
37500.0,50.0,1+1,beyoglu,kurtkoy,2.0,70.74,18750.0,46.69
45000.0,90.0,2+1,bahcelievler,yeni,3.0,34.34,15000.0,35.11
42000.0,110.0,2+1,pendik,velibaba,3.0,52.35,14000.0,46.42
42000.0,140.0,3+1,beyoglu,kurtkoy,4.0,70.74,10500.0,65.59
42000.0,125.0,3+1,pendik,dumlupinar,4.0,52.35,10500.0,56.4
37500.0,78.0,1+1,beyoglu,yenisehir,2.0,70.74,18750.0,46.69
42500.0,65.0,1+1,beyoglu,yenisehir,2.0,70.74,21250.0,43.56
41000.0,85.0,2+1,bahcelievler,yesilbaglar,3.0,34.34,13666.666666666666,38.36
37500.0,107.0,2+1,beyoglu,yenisehir,3.0,70.74,12500.0,59.64
37500.0,120.0,3+1,pendik,kavakpinar,4.0,52.35,9375.0,60.57
40000.0,120.0,2+1,pendik,dumlupinar,3.0,52.35,13333.333333333334,48.18
39000.0,110.0,3+1,pendik,cinardere,4.0,52.35,9750.0,59.54
39000.0,75.0,1+1,beyoglu,yenisehir,2.0,70.74,19500.0,45.77
44500.0,114.0,2+1,pendik,cinardere,3.0,52.35,14833.333333333334,45.01
40000.0,120.0,3+1,beyoglu,kurtkoy,4.0,70.74,10000.0,67.46
40000.0,90.0,2+1,pendik,velibaba,3.0,52.35,13333.333333333334,48.18
38000.0,132.0,3+1,pendik,seyhli,4.0,52.35,9500.0,60.26
38000.0,77.0,1+1,beyoglu,yenisehir,2.0,70.74,19000.0,46.25
41000.0,90.0,2+1,pendik,fevzi cakmak,3.0,52.35,13666.666666666666,47.37
42000.0,123.0,3+1,beyoglu,camlik,4.0,70.74,10500.0,65.59
45000.0,75.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
41000.0,98.0,1+1,pendik,dumlupinar,2.0,52.35,20500.0,35.01
40000.0,100.0,2+1,bahcelievler,bahcelievler,3.0,34.34,13333.333333333334,39.17
38000.0,125.0,3+1,beyoglu,yenisehir,4.0,70.74,9500.0,69.46
38000.0,120.0,3+1,pendik,fatih,4.0,52.35,9500.0,60.26
39000.0,115.0,3+1,pendik,velibaba,4.0,52.35,9750.0,59.54
39000.0,128.0,3+1,pendik,suluntepe,4.0,52.35,9750.0,59.54
41500.0,130.0,3+1,pendik,suluntepe,4.0,52.35,10375.0,56.63
39000.0,80.0,1+1,beyoglu,yenisehir,2.0,70.74,19500.0,45.77
40000.0,68.0,1+1,beyoglu,yenisehir,2.0,70.74,20000.0,44.94
41500.0,91.0,2+1,pendik,camcesme,3.0,52.35,13833.333333333334,46.81
41000.0,110.0,3+1,beyoglu,kurtkoy,4.0,70.74,10250.0,66.18
39000.0,80.0,2+1,beyoglu,yenisehir,3.0,70.74,13000.0,58.34
40000.0,80.0,2+1,beyoglu,camlik,3.0,70.74,13333.333333333334,57.37
42500.0,100.0,3+1,pendik,guzelyali,4.0,52.35,10625.0,56.16
40000.0,102.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
40000.0,110.0,2+1,pendik,guzelyali,3.0,52.35,13333.333333333334,48.18
40000.0,115.0,3+1,pendik,cinardere,4.0,52.35,10000.0,58.26
43500.0,95.0,2+1,beyoglu,camlik,3.0,70.74,14500.0,54.62
42000.0,92.0,2+1,beyoglu,yenisehir,3.0,70.74,14000.0,55.61
45000.0,75.0,1+1,beyoglu,yenisehir,2.0,70.74,22500.0,42.42
40000.0,117.0,2+1,pendik,yayalar,3.0,52.35,13333.333333333334,48.18
42000.0,80.0,2+1,beyoglu,kurtkoy,3.0,70.74,14000.0,55.61
43500.0,130.0,3+1,pendik,cinardere,4.0,52.35,10875.0,55.25
45000.0,95.0,2+1,beyoglu,kurtkoy,3.0,70.74,15000.0,53.31
38000.0,80.0,2+1,beyoglu,camlik,3.0,70.74,12666.666666666666,58.96
44000.0,107.0,2+1,beyoglu,yenisehir,3.0,70.74,14666.666666666666,54.4
40000.0,90.0,2+1,beyoglu,camlik,3.0,70.74,13333.333333333334,57.37
42500.0,90.0,2+1,besiktas,kaynarca,3.0,76.1,14166.666666666666,57.86
40000.0,84.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
41750.0,80.0,2+1,pendik,fevzi cakmak,3.0,52.35,13916.666666666666,46.78
40000.0,65.0,1+1,pendik,camcesme,2.0,52.35,20000.0,35.74
43000.0,90.0,2+1,pendik,fevzi cakmak,3.0,52.35,14333.333333333334,45.66
37500.0,80.0,1+1,beyoglu,yenisehir,2.0,70.74,18750.0,46.69
39500.0,120.0,3+1,beyoglu,yenisehir,4.0,70.74,9875.0,68.54
39000.0,67.0,2+1,beyoglu,harmandere,3.0,70.74,13000.0,58.34
39000.0,75.0,2+1,beyoglu,yenisehir,3.0,70.74,13000.0,58.34
39000.0,110.0,3+1,beyoglu,yenisehir,4.0,70.74,9750.0,68.73
45000.0,122.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
41000.0,88.0,2+1,beyoglu,harmandere,3.0,70.74,13666.666666666666,56.56
40000.0,70.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
40000.0,135.0,3+1,beyoglu,kurtkoy,4.0,70.74,10000.0,67.46
38000.0,77.0,2+1,beyoglu,yenisehir,3.0,70.74,12666.666666666666,58.96
39500.0,125.0,3+1,beyoglu,yenisehir,4.0,70.74,9875.0,68.54
45000.0,88.0,2+1,beyoglu,yenisehir,3.0,70.74,15000.0,53.31
40500.0,100.0,2+1,beyoglu,yenisehir,3.0,70.74,13500.0,56.81
40000.0,97.0,2+1,beyoglu,yenisehir,3.0,70.74,13333.333333333334,57.37
48000.0,75.0,2+1,besiktas,bati,3.0,76.1,16000.0,54.0
55000.0,175.0,3+1,pendik,cinardere,4.0,52.35,13750.0,47.06
48000.0,115.0,3+1,beyoglu,kurtkoy,4.0,70.74,12000.0,60.92
49000.0,103.0,2+1,beyoglu,harmandere,3.0,70.74,16333.333333333334,50.48
50000.0,145.0,3+1,beyoglu,yenisehir,4.0,70.74,12500.0,59.64
50000.0,122.0,2+1,pendik,suluntepe,3.0,52.35,16666.666666666668,40.76
50000.0,130.0,3+1,pendik,cinardere,4.0,52.35,12500.0,50.44
49000.0,139.0,3+1,pendik,esenler,4.0,52.35,12250.0,51.29
51000.0,118.0,2+1,pendik,camcesme,3.0,52.35,17000.0,40.2
48000.0,96.0,2+1,beyoglu,harmandere,3.0,70.74,16000.0,51.32
50000.0,102.0,2+1,beyoglu,kurtkoy,3.0,70.74,16666.666666666668,49.96
46000.0,150.0,3+1,beyoglu,camlik,4.0,70.74,11500.0,62.83
54000.0,94.0,2+1,beyoglu,kurtkoy,3.0,70.74,18000.0,47.84
50000.0,65.0,2+1,besiktas,bati,3.0,76.1,16666.666666666668,52.64
52500.0,145.0,3+1,beyoglu,yenisehir,4.0,70.74,13125.0,58.05
46500.0,85.0,2+1,besiktas,dogu,3.0,76.1,15500.0,54.77
52500.0,155.0,3+1,pendik,velibaba,4.0,52.35,13125.0,48.85
51500.0,110.0,3+1,beyoglu,kurtkoy,4.0,70.74,12875.0,58.63
50000.0,80.0,1+1,beyoglu,yenisehir,2.0,70.74,25000.0,40.64
50000.0,121.0,3+1,pendik,camcesme,4.0,52.35,12500.0,50.44
46000.0,138.0,3+1,beyoglu,kurtkoy,4.0,70.74,11500.0,62.83
50500.0,136.0,3+1,beyoglu,yenisehir,4.0,70.74,12625.0,59.1
55000.0,127.0,3+1,pendik,fevzi cakmak,4.0,52.35,13750.0,47.06
45500.0,70.0,2+1,beyoglu,harmandere,3.0,70.74,15166.666666666666,52.42
49000.0,75.0,1+1,beyoglu,yenisehir,2.0,70.74,24500.0,41.08
55000.0,145.0,3+1,beyoglu,yenisehir,4.0,70.74,13750.0,56.25
53000.0,131.0,2+1,besiktas,kaynarca,3.0,76.1,17666.666666666668,50.82
50500.0,137.0,3+1,beyoglu,yenisehir,4.0,70.74,12625.0,59.1
50500.0,90.0,2+1,bahcelievler,yesilbaglar,3.0,34.34,16833.333333333332,31.37
49000.0,115.0,3+1,beyoglu,camlik,4.0,70.74,12250.0,60.48
50000.0,123.0,3+1,beyoglu,kurtkoy,4.0,70.74,12500.0,59.64
50000.0,125.0,3+1,besiktas,dogu,4.0,76.1,12500.0,62.32
46000.0,100.0,3+1,pendik,cinardere,4.0,52.35,11500.0,53.64
51000.0,130.0,3+1,beyoglu,camlik,4.0,70.74,12750.0,58.77
53000.0,180.0,5+1,pendik,fevzi cakmak,6.0,52.35,8833.333333333334,63.06
47000.0,120.0,3+1,besiktas,dogu,4.0,76.1,11750.0,64.17
50000.0,100.0,2+1,beyoglu,yenisehir,3.0,70.74,16666.666666666668,49.96
48000.0,130.0,3+1,bahcelievler,yeni,4.0,34.34,12000.0,42.72
47000.0,150.0,3+1,pendik,guzelyali,4.0,52.35,11750.0,52.29
46000.0,68.0,1+1,beyoglu,harmandere,2.0,70.74,23000.0,42.03
46000.0,130.0,3+1,beyoglu,yenisehir,4.0,70.74,11500.0,62.83
55000.0,123.0,3+1,beyoglu,kurtkoy,4.0,70.74,13750.0,56.25
50000.0,115.0,2+1,beyoglu,harmandere,3.0,70.74,16666.666666666668,49.96
53000.0,135.0,3+1,beyoglu,yenisehir,4.0,70.74,13250.0,57.88
55000.0,70.0,1+1,pendik,dumlupinar,2.0,52.35,27500.0,30.06
52000.0,147.0,3.5+1,beyoglu,camlik,4.5,70.74,11555.555555555555,62.66
48000.0,105.0,2+1,besiktas,dogu,3.0,76.1,16000.0,54.0
50000.0,110.0,3+1,besiktas,dogu,4.0,76.1,12500.0,62.32
50000.0,95.0,2+1,pendik,camcesme,3.0,52.35,16666.666666666668,40.76
52000.0,120.0,3+1,beyoglu,kurtkoy,4.0,70.74,13000.0,58.34
45500.0,70.0,1+1,beyoglu,yenisehir,2.0,70.74,22750.0,42.11
50000.0,100.0,2+1,beyoglu,camlik,3.0,70.74,16666.666666666668,49.96
47500.0,122.0,2+1,beyoglu,harmandere,3.0,70.74,15833.333333333334,51.65
50000.0,140.0,3+1,beyoglu,yenisehir,4.0,70.74,12500.0,59.64
48000.0,118.0,2+1,pendik,kavakpinar,3.0,52.35,16000.0,42.13
55000.0,180.0,4+1,besiktas,bati,5.0,76.1,11000.0,66.82
55000.0,135.0,3+1,beyoglu,yenisehir,4.0,70.74,13750.0,56.25
49500.0,88.0,2+1,beyoglu,kurtkoy,3.0,70.74,16500.0,50.33
52000.0,85.0,2+1,besiktas,kaynarca,3.0,76.1,17333.333333333332,51.73
52000.0,130.0,3+1,beyoglu,camlik,4.0,70.74,13000.0,58.34
46000.0,115.0,3.5+1,pendik,yayalar,4.5,52.35,10222.222222222223,57.06
50000.0,132.0,2+1,pendik,fevzi cakmak,3.0,52.35,16666.666666666668,40.76
54000.0,123.0,3+1,beyoglu,kurtkoy,4.0,70.74,13500.0,56.81
52000.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,17333.333333333332,49.05
50000.0,98.0,2+1,bahcelievler,bahcelievler,3.0,34.34,16666.666666666668,31.76
46000.0,115.0,2+1,bahcelievler,yeni,3.0,34.34,15333.333333333334,34.1
48000.0,151.0,3+1,beyoglu,yenisehir,4.0,70.74,12000.0,60.92
50000.0,139.0,3+1,pendik,dumlupinar,4.0,52.35,12500.0,50.44
50000.0,110.0,2+1,beyoglu,yenisehir,3.0,70.74,16666.666666666668,49.96
47000.0,100.0,2+1,pendik,fevzi cakmak,3.0,52.35,15666.666666666666,42.66
48000.0,115.0,2+1,beyoglu,harmandere,3.0,70.74,16000.0,51.32
47000.0,125.0,3+1,pendik,cinardere,4.0,52.35,11750.0,52.29
45500.0,137.0,3+1,beyoglu,yenisehir,4.0,70.74,11375.0,63.05
51000.0,120.0,2+1,beyoglu,yenisehir,3.0,70.74,17000.0,49.39
55000.0,135.0,2+1,besiktas,kaynarca,3.0,76.1,18333.333333333332,50.05
49500.0,137.0,3+1,beyoglu,yenisehir,4.0,70.74,12375.0,60.17
52000.0,180.0,3+1,besiktas,kaynarca,4.0,76.1,13000.0,61.02
50000.0,101.0,2+1,beyoglu,kurtkoy,3.0,70.74,16666.666666666668,49.96
48000.0,120.0,2+1,besiktas,kaynarca,3.0,76.1,16000.0,54.0
46500.0,115.0,2+1,beyoglu,yenisehir,3.0,70.74,15500.0,52.09
46000.0,143.0,3+1,beyoglu,yenisehir,4.0,70.74,11500.0,62.83
53000.0,107.0,2+1,beyoglu,harmandere,3.0,70.74,17666.666666666668,48.14
53000.0,95.0,2+1,pendik,velibaba,3.0,52.35,17666.666666666668,38.95
47000.0,135.0,3+1,pendik,esenler,4.0,52.35,11750.0,52.29
53000.0,100.0,3+1,besiktas,dogu,4.0,76.1,13250.0,60.56
46000.0,105.0,2+1,besiktas,kaynarca,3.0,76.1,15333.333333333334,54.98
50000.0,170.0,4+1,pendik,fevzi cakmak,5.0,52.35,10000.0,58.26
55000.0,100.0,2+1,beyoglu,yenisehir,3.0,70.74,18333.333333333332,47.37
50000.0,70.0,1+1,beyoglu,harmandere,2.0,70.74,25000.0,40.64
48000.0,91.0,3+1,beyoglu,kurtkoy,4.0,70.74,12000.0,60.92
50000.0,95.0,2+1,beyoglu,yenisehir,3.0,70.74,16666.666666666668,49.96
47000.0,132.0,3+1,pendik,velibaba,4.0,52.35,11750.0,52.29
50000.0,137.0,3+1,beyoglu,yenisehir,4.0,70.74,12500.0,59.64
50000.0,151.0,3+1,beyoglu,yenisehir,4.0,70.74,12500.0,59.64
55000.0,125.0,3+1,beyoglu,yenisehir,4.0,70.74,13750.0,56.25
55000.0,120.0,3+1,beyoglu,yenisehir,4.0,70.74,13750.0,56.25
53000.0,87.0,2+1,beyoglu,yenisehir,3.0,70.74,17666.666666666668,48.14
52000.0,151.0,3+1,beyoglu,yenisehir,4.0,70.74,13000.0,58.34
48000.0,160.0,4+2,pendik,esenler,6.0,52.35,8000.0,67.07
55000.0,120.0,2+1,beyoglu,yenisehir,3.0,70.74,18333.333333333332,47.37
50000.0,125.0,3+1,pendik,cinardere,4.0,52.35,12500.0,50.44
50000.0,107.0,2+1,beyoglu,yenisehir,3.0,70.74,16666.666666666668,49.96
50000.0,125.0,3+1,beyoglu,kurtkoy,4.0,70.74,12500.0,59.64
54000.0,123.0,3.5+1,beyoglu,kurtkoy,4.5,70.74,12000.0,60.92
55000.0,88.0,2+1,pendik,fevzi cakmak,3.0,52.35,18333.333333333332,38.18
53000.0,72.0,2+1,beyoglu,yenisehir,3.0,70.74,17666.666666666668,48.14
48000.0,100.0,3+1,bahcelievler,yesilbaglar,4.0,34.34,12000.0,42.72
55000.0,110.0,2+1,beyoglu,yenisehir,3.0,70.74,18333.333333333332,47.37
46000.0,113.0,3+1,pendik,fevzi cakmak,4.0,52.35,11500.0,53.64
50000.0,85.0,2+1,beyoglu,harmandere,3.0,70.74,16666.666666666668,49.96
47500.0,65.0,2+1,besiktas,bati,3.0,76.1,15833.333333333334,54.33
47000.0,140.0,3+1,besiktas,dogu,4.0,76.1,11750.0,64.17
52000.0,80.0,2+1,beyoglu,yenisehir,3.0,70.74,17333.333333333332,49.05
47000.0,105.0,2+1,pendik,camcesme,3.0,52.35,15666.666666666666,42.66
55000.0,100.0,2+1,beyoglu,harmandere,3.0,70.74,18333.333333333332,47.37
