price,area_m2,room_count,district,sub_district,neighborhood,price_min_filter,price_max_filter
35.500 TL,80,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
35.000 TL,85,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,31001,37000
35.000 TL,105,3+1,maltepe,Cevizli,,31001,37000
33.000 TL,90,2+1,maltepe,Gülsuyu,Gülsuyu Mh.,31001,37000
,,,maltepe,,,31001,37000
32.000 TL,67,1+1,maltepe,Zümrütevler,Girne Mah.,31001,37000
35.000 TL,80,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
36.000 TL,60,1+1,maltepe,Aydınevler,Aydınevler Mh.,31001,37000
35.000 TL,50,1+1,maltepe,Cevizli,,31001,37000
35.000 TL,100,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
33.000 TL,62,1+1,maltepe,Zümrütevler,Girne Mah.,31001,37000
34.000 TL,57,1+1,maltepe,Cevizli,,31001,37000
35.000 TL,58,1+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
35.500 TL,62,1+1,maltepe,Aydınevler,Aydınevler Mh.,31001,37000
36.000 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,31001,37000
35.000 TL,85,2+1,maltepe,Feyzullah,,31001,37000
34.500 TL,70,1+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
32.000 TL,95,2+1,maltepe,Aydınevler,Başıbüyük Mh.,31001,37000
34.000 TL,75,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
33.000 TL,55,1+1,maltepe,İdealtepe,Altayçeşme Mh.,31001,37000
35.000 TL,77,1+1,maltepe,Yalı,Yalı Mh.,31001,37000
35.000 TL,150,3+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
35.500 TL,90,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
32.000 TL,60,1+1,maltepe,Yalı,Bağlarbaşı Mh.,31001,37000
35.500 TL,70,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
,,,maltepe,,,31001,37000
37.000 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,31001,37000
37.000 TL,55,1+1,maltepe,Küçükyalı,Altıntepe Mh.,31001,37000
36.000 TL,55,1+1,maltepe,Cevizli,,31001,37000
35.000 TL,40,1+1,maltepe,İdealtepe,Altayçeşme Mh.,31001,37000
35.500 TL,80,1+1,maltepe,Yalı,Yalı Mh.,31001,37000
35.000 TL,110,2+1,maltepe,Cevizli,,31001,37000
32.000 TL,75,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
35.000 TL,85,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
35.000 TL,110,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,31001,37000
33.000 TL,70,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
35.000 TL,61,1+1,maltepe,Cevizli,,31001,37000
35.000 TL,135,3+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
37.000 TL,150,3+1,maltepe,Aydınevler,Başıbüyük Mh.,31001,37000
,,,maltepe,,,31001,37000
35.000 TL,75,1+1,maltepe,Küçükyalı,Altıntepe Mh.,31001,37000
32.000 TL,110,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
37.000 TL,160,3+1,maltepe,Aydınevler,Başıbüyük Mh.,31001,37000
33.500 TL,78,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
35.000 TL,150,3+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
35.000 TL,70,2+1,maltepe,Zümrütevler,Girne Mah.,31001,37000
36.000 TL,40,Stüdyo (1+0),maltepe,Aydınevler,Başıbüyük Mh.,31001,37000
,,,maltepe,,,31001,37000
35.000 TL,85,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
33.000 TL,90,1+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
34.500 TL,70,1+1,maltepe,Yalı,Yalı Mh.,31001,37000
37.000 TL,120,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
32.500 TL,62,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,31001,37000
35.000 TL,105,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
31.500 TL,55,1+1,maltepe,Aydınevler,Aydınevler Mh.,31001,37000
32.500 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,31001,37000
35.000 TL,90,2+1,maltepe,Aydınevler,Fındıklı Mh.,31001,37000
42.500 TL,120,3+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
43.000 TL,70,2+1,maltepe,İdealtepe,Çınar Mh.,37001,45000
40.000 TL,45,1+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
,,,maltepe,,,37001,45000
40.000 TL,125,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
45.000 TL,77,2+1,maltepe,Cevizli,,37001,45000
42.000 TL,90,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
45.000 TL,115,3+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
42.500 TL,80,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
,,,maltepe,,,37001,45000
42.000 TL,90,2+1,maltepe,Feyzullah,,37001,45000
38.000 TL,100,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
44.000 TL,60,1+1,maltepe,Küçükyalı,Küçükyalı Mh.,37001,45000
40.000 TL,60,1+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.000 TL,120,2+2,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
43.000 TL,80,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,60,1+1,maltepe,Cevizli,,37001,45000
40.000 TL,165,3+2,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
42.000 TL,70,1+1,maltepe,Cevizli,,37001,45000
44.000 TL,75,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.000 TL,125,3+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
40.000 TL,73,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
38.000 TL,86,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
39.000 TL,61,1+1,maltepe,Cevizli,,37001,45000
39.500 TL,50,1+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
,,,maltepe,,,37001,45000
40.000 TL,125,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
40.000 TL,55,1+1,maltepe,Yalı,Yalı Mh.,37001,45000
39.000 TL,62,1+1,maltepe,Cevizli,,37001,45000
43.000 TL,100,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
43.500 TL,90,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
38.000 TL,80,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
38.000 TL,65,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
41.000 TL,105,3+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
43.000 TL,85,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
43.500 TL,62,1+1,maltepe,Cevizli,,37001,45000
38.000 TL,110,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
38.000 TL,70,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
38.000 TL,60,1+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.000 TL,110,3+1,maltepe,Yalı,Yalı Mh.,37001,45000
41.000 TL,65,2+1,maltepe,İdealtepe,İdealtepe Mh.,37001,45000
43.000 TL,90,2+1,maltepe,Cevizli,,37001,45000
38.000 TL,40,Stüdyo (1+0),maltepe,Aydınevler,Başıbüyük Mh.,37001,45000
40.500 TL,83,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
42.500 TL,83,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
40.000 TL,130,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
,,,maltepe,,,37001,45000
42.000 TL,60,1+1,maltepe,Aydınevler,Başıbüyük Mh.,37001,45000
41.000 TL,90,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
40.000 TL,62,1+1,maltepe,Cevizli,,37001,45000
40.000 TL,80,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,78,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
38.000 TL,50,2+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
45.000 TL,70,2+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
45.000 TL,110,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
37.500 TL,65,1+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
38.000 TL,65,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
38.000 TL,88,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
44.000 TL,85,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
45.000 TL,43,1+1,maltepe,İdealtepe,İdealtepe Mh.,37001,45000
45.000 TL,110,3+1,maltepe,İdealtepe,İdealtepe Mh.,37001,45000
37.500 TL,80,2+1,maltepe,Yalı,Yalı Mh.,37001,45000
38.000 TL,45,1+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
45.000 TL,60,1+1,maltepe,Feyzullah,,37001,45000
41.000 TL,65,1+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
44.000 TL,140,3+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
38.000 TL,90,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
,,,maltepe,,,37001,45000
39.000 TL,115,3+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
40.750 TL,60,1+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.500 TL,95,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
45.000 TL,130,3+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
40.000 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
45.000 TL,85,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,73,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
42.500 TL,63,1+1,maltepe,Aydınevler,Başıbüyük Mh.,37001,45000
45.000 TL,45,1+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
38.000 TL,96,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
38.000 TL,40,Stüdyo (1+0),maltepe,Aydınevler,Başıbüyük Mh.,37001,45000
45.000 TL,90,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
45.000 TL,70,1+1,maltepe,Cevizli,,37001,45000
40.000 TL,60,1+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
43.000 TL,90,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
39.500 TL,140,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,85,1+1,maltepe,Aydınevler,Başıbüyük Mh.,37001,45000
45.000 TL,155,4+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
40.000 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
40.000 TL,88,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
,,,maltepe,,,37001,45000
40.000 TL,90,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
40.000 TL,55,1+1,maltepe,İdealtepe,Çınar Mh.,37001,45000
44.000 TL,110,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
42.000 TL,48,1+1,maltepe,Feyzullah,,37001,45000
45.000 TL,110,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
39.000 TL,55,1+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
38.500 TL,90,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
39.000 TL,90,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
38.000 TL,85,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
40.000 TL,96,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
42.000 TL,70,2+1,maltepe,Yalı,Yalı Mh.,37001,45000
45.000 TL,100,2+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
41.000 TL,55,1+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
40.000 TL,120,3+1,maltepe,Esenkent,,37001,45000
40.000 TL,65,1+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
40.000 TL,120,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
43.000 TL,63,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,37001,45000
44.000 TL,140,3+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
38.000 TL,130,2+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
41.500 TL,85,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
,,,maltepe,,,37001,45000
45.000 TL,125,3+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
42.000 TL,110,3+1,maltepe,Yalı,Yalı Mh.,37001,45000
38.500 TL,75,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
42.500 TL,100,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
45.000 TL,77,2+1,maltepe,Cevizli,,37001,45000
42.000 TL,85,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.750 TL,85,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.000 TL,68,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
38.000 TL,130,2+1,maltepe,Küçükyalı,Altıntepe Mh.,37001,45000
40.000 TL,80,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
42.000 TL,80,2+1,maltepe,Yalı,Yalı Mh.,37001,45000
42.000 TL,83,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
44.000 TL,120,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
40.000 TL,65,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,200,4.5+2,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
42.000 TL,85,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
44.750 TL,130,3+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
45.000 TL,80,2+1,maltepe,İdealtepe,Çınar Mh.,37001,45000
40.250 TL,90,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
42.000 TL,84,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
,,,maltepe,,,37001,45000
41.500 TL,50,2+1,maltepe,Cevizli,,37001,45000
38.000 TL,64,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,80,2+1,maltepe,Yalı,Bağlarbaşı Mh.,37001,45000
40.000 TL,135,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
45.000 TL,89,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
43.000 TL,90,2+1,maltepe,Feyzullah,,37001,45000
40.000 TL,85,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
40.000 TL,83,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
42.000 TL,85,2+1,maltepe,İdealtepe,Çınar Mh.,37001,45000
40.000 TL,145,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
41.500 TL,85,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
45.000 TL,100,2+1,maltepe,Feyzullah,,37001,45000
45.000 TL,86,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
40.000 TL,70,2+1,maltepe,Aydınevler,Fındıklı Mh.,37001,45000
43.000 TL,70,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
45.000 TL,90,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
43.250 TL,120,2+1,maltepe,İdealtepe,İdealtepe Mh.,37001,45000
40.000 TL,52,1+1,maltepe,İdealtepe,Çınar Mh.,37001,45000
40.000 TL,65,1+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
39.000 TL,80,2+1,maltepe,Aydınevler,Aydınevler Mh.,37001,45000
,,,maltepe,,,37001,45000
40.000 TL,86,2+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,37001,45000
41.000 TL,180,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
40.000 TL,85,2+1,maltepe,Zümrütevler,Girne Mah.,37001,45000
42.000 TL,75,2+1,maltepe,İdealtepe,Altayçeşme Mh.,37001,45000
45.000 TL,55,1+1,maltepe,İdealtepe,İdealtepe Mh.,37001,45000
38.000 TL,140,2+2,maltepe,Zümrütevler,Zümrütevler Mh.,37001,45000
55.000 TL,135,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
55.000 TL,135,3+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
55.000 TL,90,2+1,maltepe,İdealtepe,Altayçeşme Mh.,45001,55000
,,,maltepe,,,45001,55000
51.000 TL,65,2+1,maltepe,Cevizli,,45001,55000
46.000 TL,60,1+1,maltepe,Cevizli,,45001,55000
50.000 TL,145,3+1,maltepe,Cevizli,,45001,55000
47.000 TL,130,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,45001,55000
52.000 TL,90,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
47.500 TL,100,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
49.000 TL,60,1+1,maltepe,Cevizli,,45001,55000
55.000 TL,106,3+1,maltepe,Aydınevler,Aydınevler Mh.,45001,55000
52.000 TL,220,3.5+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
55.000 TL,122,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
55.000 TL,110,3+1,maltepe,Esenkent,,45001,55000
53.000 TL,130,3+1,maltepe,Zümrütevler,Girne Mah.,45001,55000
55.000 TL,93,2+1,maltepe,Cevizli,,45001,55000
46.000 TL,85,2+1,maltepe,Yalı,Yalı Mh.,45001,55000
50.000 TL,125,3+1,maltepe,Cevizli,,45001,55000
50.000 TL,120,2+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
52.000 TL,120,3+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
50.000 TL,110,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,45001,55000
50.000 TL,70,1.5+1,maltepe,Cevizli,,45001,55000
55.000 TL,88,2+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
,,,maltepe,,,45001,55000
53.000 TL,105,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
48.000 TL,60,2+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
47.750 TL,70,2+1,maltepe,Esenkent,,45001,55000
55.000 TL,75,2+1,maltepe,İdealtepe,Çınar Mh.,45001,55000
55.000 TL,120,3+1,maltepe,Yalı,Yalı Mh.,45001,55000
48.000 TL,110,3+1,maltepe,Zümrütevler,Girne Mah.,45001,55000
47.000 TL,79,1+1,maltepe,Cevizli,,45001,55000
48.000 TL,120,2+1,maltepe,Aydınevler,Aydınevler Mh.,45001,55000
55.000 TL,115,3+1,maltepe,Aydınevler,Başıbüyük Mh.,45001,55000
52.000 TL,65,2+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
45.500 TL,115,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
50.000 TL,130,3+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
,,,maltepe,,,45001,55000
50.000 TL,95,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
55.000 TL,125,3+1,maltepe,İdealtepe,Çınar Mh.,45001,55000
47.500 TL,75,2+1,maltepe,Cevizli,,45001,55000
55.000 TL,77,2+1,maltepe,İdealtepe,Çınar Mh.,45001,55000
50.000 TL,100,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
48.500 TL,80,1+1,maltepe,Cevizli,,45001,55000
47.000 TL,80,2+1,maltepe,Aydınevler,Fındıklı Mh.,45001,55000
55.000 TL,80,1+1,maltepe,İdealtepe,Altayçeşme Mh.,45001,55000
,,,maltepe,,,45001,55000
47.000 TL,56,1+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
48.000 TL,72,1+1,maltepe,Yalı,Yalı Mh.,45001,55000
51.000 TL,65,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
52.500 TL,110,3+1,maltepe,Zümrütevler,Girne Mah.,45001,55000
51.000 TL,75,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
51.250 TL,80,2+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
49.500 TL,120,3+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
50.000 TL,135,3+1,maltepe,Yalı,Yalı Mh.,45001,55000
55.000 TL,70,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
46.250 TL,105,3+1,maltepe,Aydınevler,Aydınevler Mh.,45001,55000
50.000 TL,110,3+1,maltepe,İdealtepe,Altayçeşme Mh.,45001,55000
52.000 TL,85,2+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
48.000 TL,108,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
50.000 TL,130,2+1,maltepe,Feyzullah,,45001,55000
52.000 TL,65,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
48.000 TL,100,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
49.000 TL,75,2+1,maltepe,Cevizli,,45001,55000
55.000 TL,55,2+1,maltepe,İdealtepe,Altayçeşme Mh.,45001,55000
50.000 TL,80,2+1,maltepe,Cevizli,,45001,55000
55.000 TL,95,3+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
,,,maltepe,,,45001,55000
49.000 TL,77,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
46.000 TL,90,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
52.000 TL,85,2+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
51.000 TL,100,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
48.000 TL,50,1+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
53.000 TL,105,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
47.000 TL,85,2+1,maltepe,Aydınevler,Fındıklı Mh.,45001,55000
46.000 TL,45,1+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
46.000 TL,65,1+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
53.000 TL,110,3.5+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,45001,55000
55.000 TL,105,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
47.000 TL,110,3+1,maltepe,Ferhatpaşa,Büyükbakkalköy Mh.,45001,55000
47.000 TL,75,2+1,maltepe,İdealtepe,Çınar Mh.,45001,55000
54.000 TL,140,3+1,maltepe,Aydınevler,Aydınevler Mh.,45001,55000
52.500 TL,100,3+1,maltepe,Cevizli,,45001,55000
47.500 TL,125,3+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
47.500 TL,62,1+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
47.000 TL,85,1+1,maltepe,Aydınevler,Başıbüyük Mh.,45001,55000
50.000 TL,145,3+1,maltepe,Yalı,Yalı Mh.,45001,55000
46.000 TL,70,2+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
,,,maltepe,,,45001,55000
48.000 TL,85,2+1,maltepe,Yalı,Bağlarbaşı Mh.,45001,55000
46.000 TL,85,2+1,maltepe,Cevizli,,45001,55000
50.000 TL,70,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
46.000 TL,95,2+1,maltepe,Aydınevler,Fındıklı Mh.,45001,55000
55.000 TL,85,2+1,maltepe,Küçükyalı,Altıntepe Mh.,45001,55000
50.000 TL,60,1+1,maltepe,Cevizli,,45001,55000
52.500 TL,90,2+1,maltepe,Cevizli,,45001,55000
51.000 TL,75,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
49.000 TL,85,3+1,maltepe,İdealtepe,İdealtepe Mh.,45001,55000
51.000 TL,75,1+1,maltepe,Aydınevler,Başıbüyük Mh.,45001,55000
47.000 TL,80,2+1,maltepe,Yalı,Yalı Mh.,45001,55000
46.000 TL,67,1+1,maltepe,Cevizli,,45001,55000
55.000 TL,80,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,45001,55000
50.000 TL,90,2+1,maltepe,Zümrütevler,Girne Mah.,45001,55000
50.000 TL,95,1+1,maltepe,Cevizli,,45001,55000
49.000 TL,63,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,45001,55000
58.500 TL,75,2+1,maltepe,İdealtepe,Altayçeşme Mh.,55001,75000
67.000 TL,107,2+1,maltepe,Cevizli,,55001,75000
69.500 TL,95,2+1,maltepe,Cevizli,,55001,75000
,,,maltepe,,,55001,75000
56.000 TL,70,2+1,maltepe,Küçükyalı,Altıntepe Mh.,55001,75000
56.000 TL,125,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,55001,75000
56.000 TL,70,2+1,maltepe,Küçükyalı,Altıntepe Mh.,55001,75000
66.000 TL,78,2+1,maltepe,Küçükyalı,Küçükyalı Mh.,55001,75000
70.000 TL,135,3+1,maltepe,İdealtepe,İdealtepe Mh.,55001,75000
62.500 TL,85,1+1,maltepe,Aydınevler,Başıbüyük Mh.,55001,75000
70.000 TL,100,3+1,maltepe,Küçükyalı,Altıntepe Mh.,55001,75000
60.000 TL,110,2+1,maltepe,Cevizli,,55001,75000
72.000 TL,140,3+1,maltepe,Cevizli,,55001,75000
55.500 TL,80,2+1,maltepe,İdealtepe,Çınar Mh.,55001,75000
72.500 TL,130,3+1,maltepe,Küçükyalı,Altıntepe Mh.,55001,75000
72.500 TL,149,3+1,maltepe,Zümrütevler,Zümrütevler Mh.,55001,75000
75.000 TL,110,3+1,maltepe,İdealtepe,İdealtepe Mh.,55001,75000
61.000 TL,110,3+1,maltepe,Cevizli,,55001,75000
75.000 TL,147,2+1,maltepe,Cevizli,,55001,75000
70.000 TL,70,2+1,maltepe,İdealtepe,İdealtepe Mh.,55001,75000
63.000 TL,120,2+1,maltepe,Feyzullah,,55001,75000
60.000 TL,107,2+1,maltepe,Aydınevler,Fındıklı Mh.,55001,75000
62.000 TL,115,2+1,maltepe,Aydınevler,Başıbüyük Mh.,55001,75000
62.000 TL,100,2+1,maltepe,Aydınevler,Başıbüyük Mh.,55001,75000
,,,maltepe,,,55001,75000
57.000 TL,114,1+1,maltepe,Zümrütevler,Zümrütevler Mh.,55001,75000
60.000 TL,110,3+1,maltepe,Yalı,Bağlarbaşı Mh.,55001,75000
62.000 TL,120,3+1,maltepe,İdealtepe,İdealtepe Mh.,55001,75000
68.500 TL,80,2+1,maltepe,İdealtepe,Çınar Mh.,55001,75000
75.000 TL,95,2+1,maltepe,İdealtepe,Altayçeşme Mh.,55001,75000
58.500 TL,104,2+1,maltepe,Zümrütevler,Zümrütevler Mh.,55001,75000
57.500 TL,90,2+1,maltepe,İdealtepe,İdealtepe Mh.,55001,75000
