price,area_m2,room_count,district,sub_district,neighborhood,price_min_filter,price_max_filter
12.000 TL,75,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,10000,14000
14.000 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,10000,14000
13.000 TL,80,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,10000,14000
,,,arnavutkoy,,,10000,14000
14.000 TL,75,1.5+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,10000,14000
13.000 TL,90,2+1,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,10000,14000
13.000 TL,75,2+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,10000,14000
13.500 TL,65,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,10000,14000
13.000 TL,85,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,10000,14000
13.000 TL,70,1+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,10000,14000
18.000 TL,100,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,14001,18000
15.500 TL,60,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
15.500 TL,65,2+0,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
,,,arnavutkoy,,,14001,18000
17.750 TL,85,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
15.000 TL,60,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
17.000 TL,85,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
15.500 TL,70,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
16.000 TL,70,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
,,,arnavutkoy,,,14001,18000
16.450 TL,80,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
18.000 TL,80,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,14001,18000
14.500 TL,90,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,14001,18000
15.000 TL,75,1+1,arnavutkoy,Haraççı,Karlıbayır Mh.,14001,18000
16.500 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
17.000 TL,105,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,14001,18000
17.000 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
15.000 TL,80,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,14001,18000
18.000 TL,120,2+1,arnavutkoy,Taşoluk,Fatih Mah.,14001,18000
15.000 TL,75,1+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,14001,18000
15.000 TL,65,1+1,arnavutkoy,Boğazköy,Boğazköy İstiklal Mh.,14001,18000
17.000 TL,65,1+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,14001,18000
18.000 TL,120,3+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,14001,18000
16.000 TL,70,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
18.000 TL,97,2+1,arnavutkoy,Bolluca,Hicret Mah.,14001,18000
,,,arnavutkoy,,,14001,18000
16.500 TL,90,2+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,14001,18000
15.000 TL,65,1+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,14001,18000
15.000 TL,90,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
17.000 TL,75,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
15.000 TL,110,2+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,14001,18000
17.000 TL,85,2+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,14001,18000
15.000 TL,80,2+1,arnavutkoy,Boğazköy,Atatürk Mh.,14001,18000
17.000 TL,100,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,14001,18000
17.000 TL,65,1+1,arnavutkoy,Haraççı,Karlıbayır Mh.,14001,18000
18.000 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,14001,18000
15.000 TL,79,2+1,arnavutkoy,Boğazköy,Boğazköy İstiklal Mh.,14001,18000
16.000 TL,80,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
15.000 TL,60,2+0,arnavutkoy,Arnavutköy,İslambey Mh.,14001,18000
18.000 TL,70,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,14001,18000
20.000 TL,80,1.5+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,18001,22000
20.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
22.000 TL,90,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,18001,22000
,,,arnavutkoy,,,18001,22000
21.000 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,18001,22000
22.000 TL,120,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
19.500 TL,50,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
,,,arnavutkoy,,,18001,22000
20.000 TL,80,1.5+1,arnavutkoy,Bolluca,Hicret Mah.,18001,22000
20.000 TL,75,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
22.000 TL,90,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
19.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
20.000 TL,80,2+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,18001,22000
21.000 TL,85,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,18001,22000
19.000 TL,70,1+1,arnavutkoy,Taşoluk,Taşoluk Mh.,18001,22000
22.000 TL,140,3+1,arnavutkoy,Hadımköy(Boyalık),Hastane Mah.,18001,22000
19.000 TL,85,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,18001,22000
20.500 TL,110,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
22.000 TL,85,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,18001,22000
20.000 TL,80,1+1,arnavutkoy,Bolluca,,18001,22000
20.000 TL,85,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,18001,22000
20.000 TL,85,1+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,18001,22000
20.000 TL,75,1+1,arnavutkoy,Hadımköy(Boyalık),Hastane Mah.,18001,22000
21.000 TL,130,3+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
20.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
,,,arnavutkoy,,,18001,22000
20.000 TL,90,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
22.000 TL,82,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,18001,22000
20.000 TL,85,2+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,18001,22000
21.500 TL,90,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,18001,22000
22.000 TL,130,3+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
22.000 TL,95,2+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,18001,22000
22.000 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
20.000 TL,75,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,18001,22000
21.000 TL,100,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
22.000 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
18.500 TL,65,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
20.000 TL,90,1+1,arnavutkoy,Bolluca,Mavigöl Mh.,18001,22000
20.000 TL,85,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,18001,22000
21.000 TL,90,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
20.000 TL,90,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
20.000 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Hastane Mah.,18001,22000
18.500 TL,85,2+1,arnavutkoy,Haraççı,Haraççı Mh.,18001,22000
20.000 TL,90,2+1,arnavutkoy,Haraççı,Haraççı Mh.,18001,22000
21.000 TL,84,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
21.500 TL,55,1+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,18001,22000
,,,arnavutkoy,,,18001,22000
19.000 TL,80,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,18001,22000
20.000 TL,110,2+1,arnavutkoy,Arnavutköy,İmrahor Mh.,18001,22000
22.000 TL,35,Stüdyo (1+0),arnavutkoy,Arnavutköy,Nenehatun Mah.,18001,22000
18.500 TL,75,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,18001,22000
21.500 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,18001,22000
21.500 TL,75,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
20.000 TL,75,1+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
22.000 TL,100,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,18001,22000
20.000 TL,90,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
22.000 TL,70,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,18001,22000
22.000 TL,85,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,18001,22000
20.000 TL,90,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
21.000 TL,85,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,18001,22000
20.000 TL,70,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
20.000 TL,90,2+1,arnavutkoy,Hadımköy(Boyalık),Hastane Mah.,18001,22000
19.000 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,18001,22000
20.000 TL,65,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,18001,22000
19.000 TL,75,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
19.000 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,18001,22000
20.000 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,18001,22000
,,,arnavutkoy,,,18001,22000
26.000 TL,95,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,22001,26000
25.000 TL,70,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,22001,26000
22.500 TL,100,2+1,arnavutkoy,Arnavutköy,Yunus Emre Mah.,22001,26000
,,,arnavutkoy,,,22001,26000
22.500 TL,91,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
24.500 TL,90,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
23.500 TL,85,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,22001,26000
24.000 TL,120,2+1,arnavutkoy,Boğazköy,Atatürk Mh.,22001,26000
26.000 TL,100,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,22001,26000
23.000 TL,75,2+1,arnavutkoy,Haraççı,Haraççı Mh.,22001,26000
25.000 TL,70,2+1,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,22001,26000
26.000 TL,100,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,22001,26000
25.000 TL,120,2+1,arnavutkoy,Hadımköy(Boyalık),Hastane Mah.,22001,26000
25.000 TL,90,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,22001,26000
26.000 TL,100,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
25.250 TL,90,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
25.000 TL,95,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,22001,26000
23.000 TL,100,2+1,arnavutkoy,Haraççı,Haraççı Mh.,22001,26000
25.000 TL,100,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
24.000 TL,70,1+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
25.000 TL,88,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,22001,26000
23.000 TL,84,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
25.000 TL,100,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,22001,26000
25.000 TL,115,2+1,arnavutkoy,Boğazköy,Boğazköy İstiklal Mh.,22001,26000
,,,arnavutkoy,,,22001,26000
26.000 TL,70,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
23.000 TL,90,2+1,arnavutkoy,Bolluca,,22001,26000
25.000 TL,75,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,22001,26000
25.000 TL,70,1+1,arnavutkoy,Bolluca,Mavigöl Mh.,22001,26000
23.000 TL,72,1+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,22001,26000
25.000 TL,110,3+1,arnavutkoy,Boğazköy,Atatürk Mh.,22001,26000
25.000 TL,125,3+1,arnavutkoy,Arnavutköy,İmrahor Mh.,22001,26000
22.500 TL,120,2+1,arnavutkoy,Köyler,Tayakadın Mh.,22001,26000
26.000 TL,120,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,22001,26000
25.000 TL,105,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
25.000 TL,110,3+1,arnavutkoy,Boğazköy,Atatürk Mh.,22001,26000
23.000 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,22001,26000
22.500 TL,100,2+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,22001,26000
25.000 TL,85,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,22001,26000
24.000 TL,75,1+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,22001,26000
25.000 TL,70,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
25.000 TL,70,1+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,22001,26000
25.000 TL,120,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
24.000 TL,75,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
26.000 TL,60,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,22001,26000
,,,arnavutkoy,,,22001,26000
25.000 TL,120,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,22001,26000
26.000 TL,100,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,22001,26000
22.500 TL,90,2+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,22001,26000
25.000 TL,100,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,22001,26000
,,,arnavutkoy,,,22001,26000
25.000 TL,85,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,22001,26000
26.000 TL,110,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
26.000 TL,155,3+1,arnavutkoy,Haraççı,Haraççı Mh.,22001,26000
24.000 TL,85,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,22001,26000
26.000 TL,85,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,22001,26000
23.500 TL,115,2+1,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,22001,26000
24.500 TL,125,3+1,arnavutkoy,Arnavutköy,Anadolu Mah.,22001,26000
25.500 TL,80,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,22001,26000
24.000 TL,110,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,22001,26000
24.000 TL,180,3+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,22001,26000
23.500 TL,110,3+1,arnavutkoy,Taşoluk,Taşoluk Mh.,22001,26000
25.000 TL,80,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,22001,26000
25.000 TL,85,1+1,arnavutkoy,Arnavutköy,Nenehatun Mah.,22001,26000
25.000 TL,100,2+1,arnavutkoy,Bolluca,,22001,26000
24.000 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,22001,26000
25.000 TL,110,2+1,arnavutkoy,Boğazköy,Atatürk Mh.,22001,26000
,,,arnavutkoy,,,22001,26000
25.000 TL,90,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,22001,26000
25.000 TL,60,1+1,arnavutkoy,Haraççı,Haraççı Mh.,22001,26000
23.000 TL,85,1+1,arnavutkoy,Bolluca,Hicret Mah.,22001,26000
29.500 TL,90,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,26001,31000
30.000 TL,110,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
30.000 TL,75,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,26001,31000
,,,arnavutkoy,,,26001,31000
30.000 TL,118,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,94,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,75,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,150,4+1,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
28.000 TL,150,3+2,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
30.000 TL,55,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
,,,arnavutkoy,,,26001,31000
30.000 TL,73,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
30.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,120,3+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
28.500 TL,85,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
30.000 TL,120,3+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,26001,31000
28.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
29.000 TL,100,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,26001,31000
28.000 TL,100,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,26001,31000
29.000 TL,60,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,26001,31000
31.000 TL,150,3+1,arnavutkoy,Haraççı,Haraççı Mh.,26001,31000
30.000 TL,94,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,100,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
27.000 TL,85,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
30.000 TL,100,3+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
,,,arnavutkoy,,,26001,31000
30.000 TL,95,2+1,arnavutkoy,Bolluca,,26001,31000
,,,arnavutkoy,,,26001,31000
31.000 TL,87,2+1,arnavutkoy,Bolluca,,26001,31000
30.000 TL,65,1+1,arnavutkoy,Taşoluk,Adnan Menderes Mah.,26001,31000
26.500 TL,60,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,26001,31000
27.000 TL,150,3+1,arnavutkoy,Taşoluk,Fatih Mah.,26001,31000
28.500 TL,75,1+1,arnavutkoy,Haraççı,Haraççı Mh.,26001,31000
30.000 TL,95,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
26.500 TL,130,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
28.000 TL,65,1+1,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,26001,31000
28.000 TL,95,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,26001,31000
28.000 TL,95,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
27.000 TL,80,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,135,3+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
30.000 TL,80,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,26001,31000
30.000 TL,79,1+1,arnavutkoy,Taşoluk,Mareşal Fevzi Çakmak Mh.,26001,31000
26.500 TL,55,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
30.000 TL,95,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
28.500 TL,85,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
29.000 TL,90,2+1,arnavutkoy,Taşoluk,Taşoluk Mh.,26001,31000
30.000 TL,80,1+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
,,,arnavutkoy,,,26001,31000
30.000 TL,125,3+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
30.000 TL,92,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
27.000 TL,95,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,26001,31000
30.500 TL,160,3+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,26001,31000
30.000 TL,100,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,26001,31000
30.000 TL,130,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
30.000 TL,90,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
31.000 TL,90,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
30.750 TL,110,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
28.500 TL,80,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,26001,31000
27.000 TL,70,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
29.000 TL,70,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,26001,31000
27.000 TL,60,1+1,arnavutkoy,Bolluca,,26001,31000
28.500 TL,85,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
30.000 TL,210,3+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,26001,31000
29.000 TL,115,3+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,26001,31000
28.000 TL,90,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
30.000 TL,110,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,26001,31000
29.000 TL,110,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,26001,31000
30.000 TL,95,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,26001,31000
,,,arnavutkoy,,,26001,31000
28.000 TL,120,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,26001,31000
37.000 TL,204,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
35.000 TL,160,4+1,arnavutkoy,Taşoluk,Taşoluk Mh.,31001,37000
35.000 TL,100,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,31001,37000
,,,arnavutkoy,,,31001,37000
31.500 TL,115,3+2,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,31001,37000
33.000 TL,90,2+1,arnavutkoy,Taşoluk,Mareşal Fevzi Çakmak Mh.,31001,37000
34.000 TL,60,1+1,arnavutkoy,Bolluca,Hicret Mah.,31001,37000
35.000 TL,110,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,31001,37000
35.000 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,31001,37000
35.000 TL,182,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
31.500 TL,65,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,31001,37000
32.000 TL,79,2+1,arnavutkoy,Boğazköy,Atatürk Mh.,31001,37000
35.000 TL,110,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,31001,37000
37.000 TL,95,2+1,arnavutkoy,Bolluca,,31001,37000
33.000 TL,60,1+1,arnavutkoy,Bolluca,,31001,37000
33.000 TL,80,1+1,arnavutkoy,Bolluca,,31001,37000
37.000 TL,140,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,31001,37000
36.000 TL,60,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,31001,37000
35.000 TL,123,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
33.000 TL,70,1+1,arnavutkoy,Arnavutköy,İslambey Mh.,31001,37000
32.500 TL,95,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,31001,37000
32.000 TL,120,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,31001,37000
32.000 TL,90,2+1,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,31001,37000
35.000 TL,198,3.5+1,arnavutkoy,Köyler,Yassıören Mh.,31001,37000
,,,arnavutkoy,,,31001,37000
35.000 TL,196,3+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,31001,37000
36.000 TL,70,2+1,arnavutkoy,Taşoluk,Mareşal Fevzi Çakmak Mh.,31001,37000
33.500 TL,70,2+1,arnavutkoy,Taşoluk,Mareşal Fevzi Çakmak Mh.,31001,37000
34.000 TL,81,2+1,arnavutkoy,Bolluca,,31001,37000
35.000 TL,115,3+1,arnavutkoy,Taşoluk,Fatih Mah.,31001,37000
32.500 TL,95,2+1,arnavutkoy,Hadımköy(Boyalık),Ömerli Mh.,31001,37000
35.000 TL,135,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
36.000 TL,170,2+1,arnavutkoy,Bolluca,,31001,37000
36.000 TL,190,4+2,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,31001,37000
36.000 TL,185,3+1,arnavutkoy,Bolluca,Mavigöl Mh.,31001,37000
35.000 TL,115,2+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,31001,37000
35.000 TL,196,3+1,arnavutkoy,Hadımköy(Boyalık),Deliklikaya Mah.,31001,37000
36.000 TL,212,3+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
32.000 TL,60,1.5+1,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,31001,37000
32.000 TL,60,1+1,arnavutkoy,Boğazköy,Atatürk Mh.,31001,37000
34.000 TL,90,2+1,arnavutkoy,Bolluca,Hicret Mah.,31001,37000
36.000 TL,115,3+1,arnavutkoy,Bolluca,,31001,37000
32.000 TL,118,2+1,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
37.000 TL,195,5+1,arnavutkoy,Arnavutköy,Anadolu Mah.,31001,37000
35.000 TL,160,4+2,arnavutkoy,Arnavutköy,Mustafa Kemal Paşa Mh.,31001,37000
,,,arnavutkoy,,,31001,37000
35.000 TL,80,2+1,arnavutkoy,Taşoluk,Mehmet Akif Ersoy Mah.,31001,37000
35.000 TL,72,2+1,arnavutkoy,Arnavutköy,İslambey Mh.,31001,37000
32.000 TL,160,4+2,arnavutkoy,Arnavutköy,Yavuz Selim Mah.,31001,37000
32.000 TL,100,2+1,arnavutkoy,Haraççı,Karlıbayır Mh.,31001,37000
33.000 TL,90,2+1,arnavutkoy,Bolluca,Mavigöl Mh.,31001,37000
32.000 TL,155,4+1,arnavutkoy,Arnavutköy,Arnavutköy Merkez Mh.,31001,37000
36.000 TL,200,4+2,arnavutkoy,Arnavutköy,Hadımköy Mh.,31001,37000
32.000 TL,110,2+1,arnavutkoy,Arnavutköy,Anadolu Mah.,31001,37000
40.000 TL,190,4+2,arnavutkoy,Bolluca,Mavigöl Mh.,37001,45000
