price,area_m2,room_count,district,sub_district,neighborhood,total_rooms,walkability_score,price_per_room,student_score,lat,lon,is_district_center,nearest_metro_km,metro_500m,metro_1km,weighted_1km,restaurant_1km,cafe_1km,university_2km,park_1km,is_periphery
23000.0,72.0,1+1,arnavutkoy,hadimkoy(boyalik),deliklikaya,2.0,10.88,11500.0,37.87,41.184471,28.7412446,1,0.8045091011774234,0,1,1.0,7,3,0,6,1
25000.0,110.0,3+1,arnavutkoy,bogazkoy,ataturk,4.0,10.88,6250.0,53.3,41.180139,28.763479,0,1.3270438816195733,0,0,0.0,0,0,0,1,1
25000.0,125.0,3+1,arnavutkoy,arnavutkoy,i̇mrahor,4.0,10.88,6250.0,53.3,41.2156124,28.7463257,0,2.7176372501526602,0,0,0.0,0,0,0,0,1
22500.0,120.0,2+1,arnavutkoy,koyler,tayakadin,3.0,10.88,7500.0,50.9,41.184471,28.7412446,1,0.8045091011774234,0,1,1.0,7,3,0,6,1
26000.0,120.0,2+1,arnavutkoy,tasoluk,tasoluk,3.0,10.88,8666.666666666666,47.49,41.1915259,28.707349,0,1.86980303378312,0,0,0.0,0,0,0,3,1
25000.0,105.0,2+1,arnavutkoy,arnavutkoy,hadimkoy,3.0,10.88,8333.333333333334,48.65,41.1585587,28.6212692,0,4.889652492141454,0,0,0.0,1,0,0,2,1
23000.0,95.0,2+1,arnavutkoy,hadimkoy(boyalik),omerli,3.0,10.88,7666.666666666667,50.4,41.184471,28.7412446,1,0.8045091011774234,0,1,1.0,7,3,0,6,1
22500.0,100.0,2+1,arnavutkoy,arnavutkoy,nenehatun,3.0,10.88,7500.0,50.9,41.1821756,28.740234,0,0.7111367946282976,0,1,1.0,7,3,0,4,1
25000.0,85.0,2+1,arnavutkoy,arnavutkoy,arnavutkoy merkez,3.0,10.88,8333.333333333334,48.65,41.1823968,28.7426319,0,0.5596614389752314,0,1,1.0,7,3,0,4,1
24000.0,75.0,1+1,arnavutkoy,arnavutkoy,mustafa kemal pasa,2.0,10.88,12000.0,35.66,41.1868267,28.7358834,0,1.309042278511146,0,0,0.0,7,3,0,4,1
25000.0,70.0,2+1,arnavutkoy,arnavutkoy,anadolu,3.0,10.88,8333.333333333334,48.65,41.1851685,28.7494522,0,0.6910362576658765,0,1,1.0,6,2,0,6,1
