price,area_m2,room_count,district,neighborhood,total_rooms,walkability_score
13000.0,90.0,2+1,Avcılar,Firuzköy,3.0,38.57
12000.0,45.0,1+1,Fatih,Fener,2.0,93.75
12000.0,65.0,1+1,Küçükçekmece,Halkalı,2.0,10.0
13000.0,100.0,2+1,Esenyurt,Merkez,3.0,12.36
12500.0,65.0,2+1,Bağcılar,Merkez,3.0,44.06
12500.0,90.0,2+1,Beyoğlu,Kasımpaşa,3.0,69.14
36000.0,110.0,2+1,Beyoğlu,Piri Paşa,3.0,69.14
36000.0,77.0,2+1,Beyoğlu,Cihangir,3.0,69.14
35000.0,85.0,2+1,Beyoğlu,Piri Paşa,3.0,69.14
,,,,Merkez,1.0,10.0
36500.0,60.0,1+1,Beyoğlu,Şehit Muhtar,2.0,69.14
32000.0,140.0,3+1,Beyoğlu,Piyalepaşa,4.0,69.14
35000.0,98.0,3+1,Beyoğlu,Örnektepe,4.0,69.14
32500.0,75.0,2+1,Beyoğlu,Yenişehir,3.0,69.14
33000.0,70.0,2+1,Beyoğlu,Halıcıoğlu,3.0,69.14
32000.0,65.0,2+1,Beyoğlu,Piri Paşa,3.0,69.14
35000.0,65.0,1+1,Beyoğlu,Ömer Avni,2.0,69.14
35000.0,65.0,1+1,Beyoğlu,Gümüşsuyu,2.0,69.14
36000.0,80.0,2+1,Beyoğlu,Firuzağa,3.0,69.14
35000.0,65.0,1+1,Beyoğlu,Yenişehir,2.0,69.14
33000.0,50.0,1+1,Beyoğlu,Firuzağa,2.0,69.14
32000.0,80.0,2+1,Beyoğlu,Küçük Piyale,3.0,69.14
33000.0,75.0,1+1,Beyoğlu,Şehit Muhtar,2.0,69.14
32000.0,80.0,2+1,Beyoğlu,Kadımehmet Efendi,3.0,69.14
36000.0,70.0,1+1,Beyoğlu,Sururi Mehmet Efendi,2.0,69.14
35000.0,85.0,2+1,Beyoğlu,Hacıahmet,3.0,69.14
35000.0,55.0,1+1,Beyoğlu,Firuzağa,2.0,69.14
35000.0,70.0,1+1,Beyoğlu,Tomtom,2.0,69.14
35000.0,110.0,2+1,Beyoğlu,Piri Paşa,3.0,69.14
33000.0,70.0,1+1,Beyoğlu,Tomtom,2.0,69.14
32000.0,90.0,2+1,Beyoğlu,Kadımehmet Efendi,3.0,69.14
34500.0,130.0,3+1,Beyoğlu,Piyalepaşa,4.0,69.14
36000.0,130.0,2+1,Beyoğlu,Piri Paşa,3.0,69.14
35000.0,55.0,1+1,Beyoğlu,Sururi Mehmet Efendi,2.0,69.14
35000.0,45.0,1+1,Beyoğlu,Kuloğlu,2.0,69.14
32000.0,50.0,1+1,Beyoğlu,Kuloğlu,2.0,69.14
35500.0,60.0,1+1,Beyoğlu,Sururi Mehmet Efendi,2.0,69.14
35000.0,60.0,1+1,Beyoğlu,Katip Mustafa Çelebi,2.0,69.14
32500.0,95.0,2+1,Beyoğlu,Küçük Piyale,3.0,69.14
32000.0,70.0,1+1,Beyoğlu,Sururi Mehmet Efendi,2.0,69.14
35000.0,55.0,1+1,Beyoğlu,Katip Mustafa Çelebi,2.0,69.14
32000.0,65.0,1+1,Beyoğlu,Cihangir,2.0,69.14
36500.0,80.0,1+1,Beyoğlu,Firuzağa,2.0,69.14
36500.0,70.0,1+1,Beyoğlu,Cihangir,2.0,69.14
32000.0,50.0,Stüdyo (1+0),Beyoğlu,Kuloğlu,1.0,69.14
35000.0,55.0,1+1,Beyoğlu,Kocatepe,2.0,69.14
37000.0,60.0,1+1,Beyoğlu,Şehit Muhtar,2.0,69.14
35000.0,80.0,1+1,Beyoğlu,Çatma Mescit,2.0,69.14
35000.0,130.0,3+1,Beyoğlu,Örnektepe,4.0,69.14
35000.0,70.0,1+1,Beyoğlu,Sururi Mehmet Efendi,2.0,69.14
35000.0,75.0,2+1,Beyoğlu,Hacımimi,3.0,69.14
