price,area_m2,room_count,district,neighborhood,total_rooms,walkability_score
16500.0,60.0,1+1,Yenidoğan,Yenidoğan,2.0,10.0
15000.0,90.0,2+1,Samandıra,Veysel Karani,3.0,10.0
15000.0,80.0,2+0,Yenidoğan,Merve,2.0,10.0
16000.0,60.0,1+1,Yenidoğan,Yunus Emre,2.0,10.0
17000.0,60.0,1+1,Yenidoğan,Yenidoğan,2.0,10.0
15000.0,80.0,1+1,Yenidoğan,Yunus Emre,2.0,10.0
17000.0,75.0,1+1,Yenidoğan,Yunus Emre,2.0,10.0
18000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
16000.0,100.0,2+1,Samandıra,Akpınar,3.0,10.0
18000.0,140.0,3+1,Samandıra,Akpınar,4.0,10.0
19000.0,85.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
19000.0,90.0,3+1,Yenidoğan,Safa,4.0,10.0
20000.0,65.0,1+1,Samandıra,Akpınar,2.0,10.0
21000.0,100.0,2.5+1,Yenidoğan,Yenidoğan,3.5,10.0
22000.0,120.0,2+1,Sarıgazi,Emek,3.0,10.0
21500.0,90.0,2+1,Samandıra,Osmangazi,3.0,10.0
22000.0,85.0,2+1,Yenidoğan,Mevlana,3.0,10.0
22000.0,85.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20000.0,125.0,2+1,Sarıgazi,İnönü,3.0,10.0
22000.0,115.0,3+1,Yenidoğan,Safa,4.0,10.0
20000.0,70.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
21500.0,85.0,2+1,Yenidoğan,Mevlana,3.0,10.0
21000.0,90.0,2+1,Samandıra,Akpınar,3.0,10.0
22000.0,80.0,1+1,Sarıgazi,Kemal Türkler,2.0,10.0
20000.0,115.0,3+1,Yenidoğan,Safa,4.0,10.0
21000.0,165.0,3+1,Samandıra,Akpınar,4.0,10.0
20000.0,70.0,2+1,Sarıgazi,İnönü,3.0,10.0
20000.0,125.0,2+1,Sarıgazi,Meclis,3.0,10.0
22000.0,95.0,2+1,Samandıra,Osmangazi,3.0,10.0
21000.0,70.0,2+1,Sarıgazi,Atatürk,3.0,10.0
21500.0,100.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
21000.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
20500.0,85.0,2+1,Samandıra,Fatih,3.0,10.0
21000.0,90.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20500.0,65.0,1+1,Sarıgazi,Kemal Türkler,2.0,10.0
20000.0,115.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
21000.0,80.0,2+1,Samandıra,Akpınar,3.0,10.0
20000.0,130.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
22000.0,140.0,3+1,Samandıra,Osmangazi,4.0,10.0
21000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20000.0,60.0,1+1,Yenidoğan,Yunus Emre,2.0,10.0
20000.0,90.0,2+1,Sarıgazi,Atatürk,3.0,10.0
19500.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
20000.0,85.0,2+1,Samandıra,Veysel Karani,3.0,10.0
20000.0,90.0,2+1,Yenidoğan,Safa,3.0,10.0
20500.0,60.0,1+1,Sarıgazi,Sarıgazi,2.0,10.0
19000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
21000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
20000.0,100.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
20000.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
22000.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
22000.0,82.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
20000.0,90.0,2+1,Yenidoğan,Hilal,3.0,10.0
20000.0,70.0,1+1,Yenidoğan,Mevlana,2.0,10.0
21500.0,85.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
20000.0,90.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
21000.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
22000.0,70.0,1+1,Yenidoğan,Mevlana,2.0,10.0
20000.0,105.0,2+1,Yenidoğan,Safa,3.0,10.0
22000.0,130.0,3+1,Sarıgazi,Atatürk,4.0,10.0
20000.0,110.0,2+1,Samandıra,Fatih,3.0,10.0
18900.0,85.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
21000.0,120.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
19500.0,95.0,2+1,Yenidoğan,Safa,3.0,10.0
20000.0,140.0,3+1,Yenidoğan,Safa,4.0,10.0
19000.0,55.0,1+1,Yenidoğan,Mevlana,2.0,10.0
19000.0,75.0,1+1,Sarıgazi,Emek,2.0,10.0
20000.0,70.0,1+1,Sarıgazi,Emek,2.0,10.0
20000.0,65.0,2+1,Yenidoğan,Safa,3.0,10.0
21000.0,70.0,1+1,Sarıgazi,Meclis,2.0,10.0
22000.0,105.0,2+1,Yenidoğan,Safa,3.0,10.0
21000.0,100.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
22000.0,85.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
21000.0,70.0,2+1,Yenidoğan,Hilal,3.0,10.0
22000.0,110.0,2+1,Samandıra,Akpınar,3.0,10.0
22000.0,95.0,2+1,Yenidoğan,Safa,3.0,10.0
20000.0,135.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
20750.0,65.0,1+1,Sarıgazi,Emek,2.0,10.0
20000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
21000.0,138.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
20000.0,100.0,3+1,Samandıra,Akpınar,4.0,10.0
18500.0,80.0,2+1,Yenidoğan,Mevlana,3.0,10.0
22000.0,100.0,2+1,Yenidoğan,Mevlana,3.0,10.0
21000.0,120.0,1+1,Sarıgazi,Atatürk,2.0,10.0
22000.0,60.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20000.0,75.0,1+1,Yenidoğan,Mevlana,2.0,10.0
21000.0,80.0,1+1,Yenidoğan,Yunus Emre,2.0,10.0
21000.0,135.0,2+1,Samandıra,Akpınar,3.0,10.0
20000.0,100.0,2+1,Samandıra,Veysel Karani,3.0,10.0
21500.0,110.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
19000.0,120.0,2+1,Samandıra,Veysel Karani,3.0,10.0
21000.0,100.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20000.0,80.0,2+1,Sarıgazi,Emek,3.0,10.0
20000.0,85.0,2+1,Yenidoğan,Merve,3.0,10.0
18500.0,55.0,1+1,Yenidoğan,Mevlana,2.0,10.0
21500.0,95.0,2+1,Samandıra,Osmangazi,3.0,10.0
19000.0,75.0,1+1,Sarıgazi,İnönü,2.0,10.0
19999.0,110.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
22000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
20000.0,100.0,2+1,Yenidoğan,Mevlana,3.0,10.0
18500.0,70.0,1+1,Yenidoğan,Merve,2.0,10.0
21000.0,80.0,2+1,Yenidoğan,Merve,3.0,10.0
21000.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
21500.0,85.0,2+1,Samandıra,Osmangazi,3.0,10.0
22000.0,70.0,2+1,Yenidoğan,Mevlana,3.0,10.0
22000.0,140.0,3+1,Yenidoğan,Safa,4.0,10.0
21000.0,120.0,2+1,Samandıra,Veysel Karani,3.0,10.0
20000.0,110.0,2+1,Yenidoğan,Mevlana,3.0,10.0
20000.0,115.0,2+1,Sarıgazi,Atatürk,3.0,10.0
20000.0,90.0,2+1,Sarıgazi,Meclis,3.0,10.0
20000.0,110.0,2.5+1,Sarıgazi,İnönü,3.5,10.0
20000.0,110.0,2+1,Samandıra,Veysel Karani,3.0,10.0
21000.0,50.0,1+1,Samandıra,Osmangazi,2.0,10.0
22000.0,100.0,2+1,Yenidoğan,Safa,3.0,10.0
21000.0,100.0,2+1,Yenidoğan,Mevlana,3.0,10.0
19000.0,70.0,2+1,Sarıgazi,Emek,3.0,10.0
18500.0,75.0,2+1,Sarıgazi,Atatürk,3.0,10.0
20000.0,72.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
22000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
20000.0,100.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
21000.0,75.0,2+1,Yenidoğan,Mevlana,3.0,10.0
21750.0,120.0,2+1,Yenidoğan,Mevlana,3.0,10.0
21500.0,100.0,2+1,Samandıra,Akpınar,3.0,10.0
19000.0,95.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
20000.0,105.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
21000.0,130.0,3+1,Yenidoğan,Mevlana,4.0,10.0
19000.0,100.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
19000.0,80.0,1.5+1,Sarıgazi,Atatürk,2.5,10.0
22000.0,130.0,2+1,Samandıra,Akpınar,3.0,10.0
20000.0,150.0,4+1,Samandıra,Akpınar,5.0,10.0
20000.0,110.0,2+1,Yenidoğan,Safa,3.0,10.0
26000.0,140.0,3+1,Sarıgazi,Kemal Türkler,4.0,10.0
25500.0,90.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
23000.0,82.0,2+1,Yenidoğan,Safa,3.0,10.0
24000.0,120.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
23000.0,100.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
23500.0,90.0,2+1,Samandıra,Veysel Karani,3.0,10.0
25000.0,110.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
23000.0,120.0,3+1,Samandıra,Osmangazi,4.0,10.0
25000.0,80.0,2+1,Sarıgazi,Meclis,3.0,10.0
25000.0,85.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,80.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25500.0,85.0,2+1,Samandıra,Akpınar,3.0,10.0
24500.0,130.0,3+1,Sarıgazi,Atatürk,4.0,10.0
26000.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
25500.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,95.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
25000.0,65.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
23000.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
25000.0,70.0,1+1,Samandıra,Fatih,2.0,10.0
23000.0,100.0,2+1,Sarıgazi,Meclis,3.0,10.0
25000.0,120.0,3+1,Yenidoğan,Yenidoğan,4.0,10.0
23000.0,120.0,2+2,Samandıra,Abdurrahmangazi,4.0,10.0
24500.0,90.0,2+1,Sarıgazi,Meclis,3.0,10.0
26000.0,95.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,90.0,2+1,Samandıra,Akpınar,3.0,10.0
23000.0,95.0,2+1,Samandıra,Veysel Karani,3.0,10.0
25000.0,90.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
26000.0,80.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
25500.0,95.0,2+1,Samandıra,Akpınar,3.0,10.0
23750.0,95.0,2+1,Sarıgazi,Atatürk,3.0,10.0
25000.0,120.0,3+1,Yenidoğan,Yunus Emre,4.0,10.0
23000.0,120.0,3+1,Sarıgazi,Sarıgazi,4.0,10.0
24000.0,75.0,2+1,Yenidoğan,Safa,3.0,10.0
24500.0,90.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
26000.0,115.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
22500.0,100.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,70.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,85.0,2+1,Samandıra,Fatih,3.0,10.0
23000.0,85.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,90.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
25500.0,100.0,2+1,Sarıgazi,Emek,3.0,10.0
25000.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,130.0,3+1,Sarıgazi,İnönü,4.0,10.0
23000.0,150.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
23500.0,85.0,2+1,Samandıra,Osmangazi,3.0,10.0
24500.0,80.0,2+1,Sarıgazi,Meclis,3.0,10.0
26000.0,120.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
25000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
25000.0,100.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
24500.0,70.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,120.0,2+1,Yenidoğan,Safa,3.0,10.0
26000.0,102.0,2+1,Yenidoğan,Safa,3.0,10.0
25000.0,130.0,3+1,Sarıgazi,Atatürk,4.0,10.0
26000.0,75.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,95.0,2+1,Yenidoğan,Hilal,3.0,10.0
23000.0,90.0,2+1,Sarıgazi,Emek,3.0,10.0
24000.0,70.0,1+1,Samandıra,Osmangazi,2.0,10.0
24000.0,185.0,3+1,Samandıra,Veysel Karani,4.0,10.0
23000.0,75.0,1+1,Samandıra,Abdurrahmangazi,2.0,10.0
25000.0,70.0,2+1,Samandıra,Osmangazi,3.0,10.0
25000.0,115.0,3+1,Yenidoğan,Yunus Emre,4.0,10.0
23500.0,90.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
26000.0,80.0,2+1,Sarıgazi,Meclis,3.0,10.0
25500.0,55.0,1+1,Samandıra,Osmangazi,2.0,10.0
26000.0,120.0,3+1,Sarıgazi,Atatürk,4.0,10.0
25500.0,110.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,120.0,3+1,Sarıgazi,Kemal Türkler,4.0,10.0
25500.0,60.0,1+1,Samandıra,Fatih,2.0,10.0
24400.0,80.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
25000.0,85.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
26000.0,130.0,3+1,Sarıgazi,Emek,4.0,10.0
24000.0,72.0,2+1,Samandıra,Fatih,3.0,10.0
23000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,90.0,2+1,Yenidoğan,Hilal,3.0,10.0
25000.0,90.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,130.0,3+1,Samandıra,Osmangazi,4.0,10.0
25000.0,80.0,1+1,Samandıra,Osmangazi,2.0,10.0
23500.0,120.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,115.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
22500.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
24500.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
23500.0,95.0,2+1,Yenidoğan,Mevlana,3.0,10.0
26000.0,100.0,3+1,Samandıra,Eyüp Sultan,4.0,10.0
26000.0,85.0,2+1,Sarıgazi,Atatürk,3.0,10.0
23000.0,100.0,2+1,Samandıra,Veysel Karani,3.0,10.0
25000.0,100.0,2+1,Yenidoğan,Safa,3.0,10.0
23999.0,80.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
23000.0,90.0,2+1,Sarıgazi,Meclis,3.0,10.0
25000.0,110.0,3+1,Yenidoğan,Merve,4.0,10.0
23000.0,100.0,3+1,Yenidoğan,Safa,4.0,10.0
26000.0,95.0,3+1,Samandıra,Akpınar,4.0,10.0
26000.0,94.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
23000.0,75.0,2+1,Samandıra,Fatih,3.0,10.0
25000.0,60.0,1+1,Sarıgazi,Sarıgazi,2.0,10.0
25000.0,90.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
24000.0,140.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,95.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
25000.0,115.0,3+1,Sarıgazi,Sarıgazi,4.0,10.0
25000.0,96.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,105.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,140.0,3+1,Samandıra,Fatih,4.0,10.0
23500.0,110.0,3+1,Samandıra,Eyüp Sultan,4.0,10.0
23000.0,90.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,120.0,2+1,Samandıra,Veysel Karani,3.0,10.0
23400.0,80.0,1+1,Yenidoğan,Yenidoğan,2.0,10.0
24000.0,100.0,2+1,Sarıgazi,Emek,3.0,10.0
23500.0,75.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
25000.0,110.0,2.5+1,Yenidoğan,Safa,3.5,10.0
25000.0,95.0,2+1,Sarıgazi,İnönü,3.0,10.0
25000.0,85.0,2+1,Samandıra,Osmangazi,3.0,10.0
23500.0,110.0,3+1,Yenidoğan,Mevlana,4.0,10.0
24000.0,160.0,3+1,Samandıra,Veysel Karani,4.0,10.0
23500.0,100.0,2+1,Sarıgazi,Atatürk,3.0,10.0
23400.0,100.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,105.0,3+1,Samandıra,Fatih,4.0,10.0
23000.0,65.0,1+1,Samandıra,Fatih,2.0,10.0
26000.0,75.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
26000.0,85.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
26000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25500.0,85.0,2+1,Samandıra,Osmangazi,3.0,10.0
23000.0,100.0,2+1,Samandıra,Akpınar,3.0,10.0
24500.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
24900.0,100.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
25000.0,80.0,2+1,Sarıgazi,Atatürk,3.0,10.0
25500.0,120.0,3+1,Yenidoğan,Yunus Emre,4.0,10.0
25000.0,110.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
23000.0,85.0,2+1,Yenidoğan,Mevlana,3.0,10.0
26000.0,75.0,1+1,Samandıra,Osmangazi,2.0,10.0
25750.0,150.0,3+1,Yenidoğan,Hilal,4.0,10.0
25000.0,90.0,2+1,Yenidoğan,Safa,3.0,10.0
25000.0,100.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
26000.0,90.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
23000.0,90.0,2+1,Yenidoğan,Safa,3.0,10.0
25000.0,110.0,2+1,Yenidoğan,Merve,3.0,10.0
26000.0,50.0,1+1,Sarıgazi,Sarıgazi,2.0,10.0
25000.0,115.0,2+1,Yenidoğan,Merve,3.0,10.0
24000.0,75.0,2+1,Yenidoğan,Mevlana,3.0,10.0
23000.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,80.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,60.0,1+1,Samandıra,Eyüp Sultan,2.0,10.0
26000.0,90.0,2+1,Samandıra,Osmangazi,3.0,10.0
25000.0,85.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,95.0,2+1,Yenidoğan,Mevlana,3.0,10.0
26000.0,120.0,2+1,Samandıra,Osmangazi,3.0,10.0
25000.0,100.0,3+1,Sarıgazi,Emek,4.0,10.0
24500.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
22500.0,90.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25000.0,65.0,2+1,Samandıra,Akpınar,3.0,10.0
26000.0,120.0,3+1,Samandıra,Fatih,4.0,10.0
26000.0,135.0,3+1,Yenidoğan,Yenidoğan,4.0,10.0
25000.0,90.0,2+1,Samandıra,Veysel Karani,3.0,10.0
26000.0,120.0,3+1,Samandıra,Osmangazi,4.0,10.0
26000.0,65.0,1+1,Samandıra,Abdurrahmangazi,2.0,10.0
24000.0,100.0,3+1,Sarıgazi,Emek,4.0,10.0
22500.0,115.0,3+1,Yenidoğan,Mevlana,4.0,10.0
26000.0,95.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
24000.0,75.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,110.0,2+1,Sarıgazi,Meclis,3.0,10.0
26000.0,135.0,2+1,Samandıra,Akpınar,3.0,10.0
26000.0,90.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
23000.0,80.0,2+1,Yenidoğan,Safa,3.0,10.0
23000.0,130.0,2+1,Yenidoğan,Safa,3.0,10.0
23000.0,70.0,1+1,Sarıgazi,Emek,2.0,10.0
25000.0,75.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
26000.0,70.0,2+1,Samandıra,Fatih,3.0,10.0
26000.0,75.0,2+1,Samandıra,Fatih,3.0,10.0
26000.0,130.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
23000.0,110.0,2+1,Yenidoğan,Mevlana,3.0,10.0
23000.0,70.0,2+1,Sarıgazi,Atatürk,3.0,10.0
26000.0,68.0,1+1,Samandıra,Abdurrahmangazi,2.0,10.0
25000.0,140.0,2+1,Sarıgazi,Atatürk,3.0,10.0
24000.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
26000.0,120.0,3+1,Sarıgazi,Emek,4.0,10.0
25000.0,125.0,2+1,Samandıra,Osmangazi,3.0,10.0
25000.0,65.0,2+1,Sarıgazi,Emek,3.0,10.0
26000.0,120.0,3+1,Samandıra,Abdurrahmangazi,4.0,10.0
25000.0,100.0,2+1,Sarıgazi,Atatürk,3.0,10.0
25500.0,130.0,3+1,Sarıgazi,İnönü,4.0,10.0
24500.0,115.0,2+1,Samandıra,Veysel Karani,3.0,10.0
24000.0,85.0,2+1,Sarıgazi,Emek,3.0,10.0
25000.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
25000.0,95.0,2+1,Yenidoğan,Safa,3.0,10.0
23500.0,100.0,2+1,Samandıra,Akpınar,3.0,10.0
26000.0,100.0,2+1,Sarıgazi,Meclis,3.0,10.0
25000.0,80.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
25500.0,75.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
24000.0,80.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,90.0,2+1,Samandıra,Osmangazi,3.0,10.0
23250.0,90.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
24000.0,120.0,2+1,Sarıgazi,Atatürk,3.0,10.0
23000.0,140.0,3+1,Yenidoğan,Mevlana,4.0,10.0
25400.0,85.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
25000.0,100.0,2+1,Sarıgazi,İnönü,3.0,10.0
23000.0,115.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
26000.0,130.0,2+1,Samandıra,Veysel Karani,3.0,10.0
26000.0,100.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
25750.0,80.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
25750.0,85.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
23000.0,75.0,2+1,Yenidoğan,Mevlana,3.0,10.0
26000.0,110.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25000.0,55.0,Stüdyo (1+0),Samandıra,Abdurrahmangazi,1.0,10.0
26000.0,80.0,2+1,Sarıgazi,Kemal Türkler,3.0,10.0
25000.0,85.0,2+1,Yenidoğan,Safa,3.0,10.0
25500.0,107.0,3+1,Sarıgazi,Sarıgazi,4.0,10.0
24500.0,90.0,2+1,Yenidoğan,Merve,3.0,10.0
25000.0,121.0,3+1,Yenidoğan,Merve,4.0,10.0
25000.0,115.0,3+2,Samandıra,Fatih,5.0,10.0
26000.0,125.0,2+2,Sarıgazi,Atatürk,4.0,10.0
25000.0,120.0,2+1,Samandıra,Akpınar,3.0,10.0
25000.0,160.0,3+1,Samandıra,Veysel Karani,4.0,10.0
22500.0,115.0,2+1,Sarıgazi,İnönü,3.0,10.0
25000.0,120.0,3+1,Yenidoğan,Mevlana,4.0,10.0
22500.0,50.0,1+1,Yenidoğan,Safa,2.0,10.0
24000.0,60.0,2+1,Sarıgazi,Atatürk,3.0,10.0
25000.0,80.0,2+1,Sarıgazi,İnönü,3.0,10.0
23000.0,75.0,1+1,Yenidoğan,Mevlana,2.0,10.0
25000.0,100.0,3+1,Yenidoğan,Safa,4.0,10.0
23000.0,70.0,2+1,Sarıgazi,Emek,3.0,10.0
25000.0,55.0,1+1,Sarıgazi,Sarıgazi,2.0,10.0
25000.0,105.0,3+1,Samandıra,Akpınar,4.0,10.0
23000.0,80.0,2+1,Yenidoğan,Mevlana,3.0,10.0
25500.0,80.0,2+1,Samandıra,Akpınar,3.0,10.0
28000.0,105.0,3+1,Samandıra,Akpınar,4.0,10.0
30000.0,95.0,2+1,Samandıra,Osmangazi,3.0,10.0
30000.0,75.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
27000.0,115.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
30000.0,110.0,2+1,Sarıgazi,Meclis,3.0,10.0
30000.0,60.0,1+1,Yenidoğan,Mevlana,2.0,10.0
27000.0,110.0,2+1,Sarıgazi,Emek,3.0,10.0
26500.0,120.0,3+1,Yenidoğan,Mevlana,4.0,10.0
30000.0,75.0,2+1,Sarıgazi,Meclis,3.0,10.0
29000.0,130.0,3+1,Samandıra,Eyüp Sultan,4.0,10.0
27500.0,115.0,3+1,Yenidoğan,Safa,4.0,10.0
30000.0,110.0,3+1,Samandıra,Akpınar,4.0,10.0
27000.0,85.0,2+1,Sarıgazi,Atatürk,3.0,10.0
29000.0,85.0,2+1,Yenidoğan,Merve,3.0,10.0
28500.0,88.0,2+1,Yenidoğan,Merve,3.0,10.0
30000.0,120.0,2+1,Yenidoğan,Safa,3.0,10.0
31000.0,90.0,2+1,Samandıra,Osmangazi,3.0,10.0
27900.0,110.0,4+1,Samandıra,Osmangazi,5.0,10.0
30000.0,125.0,3+1,Yenidoğan,Yenidoğan,4.0,10.0
29000.0,150.0,3+1,Yenidoğan,Safa,4.0,10.0
29500.0,120.0,2+1,Yenidoğan,Yenidoğan,3.0,10.0
30000.0,85.0,2+1,Samandıra,Fatih,3.0,10.0
30000.0,130.0,3+1,Sarıgazi,Meclis,4.0,10.0
30000.0,85.0,1+1,Sarıgazi,Atatürk,2.0,10.0
31000.0,165.0,3+1,Sarıgazi,Emek,4.0,10.0
28000.0,82.0,2+1,Samandıra,Abdurrahmangazi,3.0,10.0
27000.0,83.0,2+1,Yenidoğan,Safa,3.0,10.0
28500.0,85.0,2+1,Samandıra,Fatih,3.0,10.0
30000.0,60.0,1+1,Samandıra,Fatih,2.0,10.0
27500.0,90.0,2+1,Yenidoğan,Mevlana,3.0,10.0
28000.0,85.0,2+1,Samandıra,Osmangazi,3.0,10.0
28000.0,67.0,1+1,Samandıra,Osmangazi,2.0,10.0
27000.0,120.0,2+1,Yenidoğan,Yunus Emre,3.0,10.0
28000.0,90.0,2+1,Samandıra,Eyüp Sultan,3.0,10.0
30000.0,90.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
30000.0,95.0,2+1,Yenidoğan,Safa,3.0,10.0
27000.0,70.0,1+1,Sarıgazi,Atatürk,2.0,10.0
30000.0,75.0,1+1,Sarıgazi,Kemal Türkler,2.0,10.0
30500.0,60.0,1+1,Samandıra,Osmangazi,2.0,10.0
30500.0,80.0,2+1,Sarıgazi,Sarıgazi,3.0,10.0
30000.0,120.0,3+1,Sarıgazi,Atatürk,4.0,10.0
28000.0,120.0,3+1,Sarıgazi,Atatürk,4.0,10.0
30000.0,95.0,2+1,Sarıgazi,Atatürk,3.0,10.0
31000.0,130.0,3+1,Sarıgazi,Atatürk,4.0,10.0
29000.0,150.0,3+1,Samandıra,Abdurrahmangazi,4.0,10.0
28400.0,100.0,2+1,Samandıra,Osmangazi,3.0,10.0
