district,sub_district,neighborhood,location_id,listing_count,lat,lon,geocode_strategy,is_district_center,display_name
besiktas,abbasaga,sinanpasa,125,13,41.0495742,29.0051707,2.0,0.0,"Abbasağa Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
besiktas,akatlar,akat,126,23,41.086865,29.0235417,2.0,0.0,"BJK Akatlar Arena, Gelincik Sokak, Karanfilköy, Akat Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34335, Türkiye"
besiktas,arnavutkoy,arnavutkoy,127,13,41.0667815,29.0433754,1.0,0.0,"Arnavutköy, Bebek Arnavutköy Caddesi, Arnavutköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34345, Türkiye"
besiktas,arnavutkoy,kurucesme,128,6,41.0645953,29.0410169,1.0,0.0,"Kuruçeşme Koleji İsbike İstasyonu, Bebek Arnavutköy Caddesi, Arnavutköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34345, Türkiye"
besiktas,bebek,merkez,129,12,41.0790159,29.0439589,2.0,0.0,"Bebek Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34342, Türkiye"
besiktas,etiler,merkez,130,36,41.0824567,29.0375989,2.0,0.0,"Etiler, Nisbetiye Caddesi, Etiler Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34337, Türkiye"
besiktas,gayrettepe,balmumcu,131,3,41.059906,29.010659,1.0,0.0,"Balmumcu, Barbaros Bulvarı, Dikilitaş Mahallesi, Gayrettepe Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye"
besiktas,gayrettepe,dikilitas,132,45,41.0582262,29.0090991,1.0,0.0,"Dikilitaş, Dolmabahçe - Levazım Tüneli, Ulus, Gayrettepe Mahallesi, Ulus Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye"
besiktas,gayrettepe,merkez,133,33,41.0634366,29.0105114,1.0,0.0,"Smeg Türkiye Merkez Ofis, 52, Yıldız Posta Caddesi, Gayrettepe Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye"
besiktas,gayrettepe,yildiz,134,17,41.0653295,29.0088968,1.0,0.0,"Yıldız Posta Caddesi, Gayrettepe Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye"
besiktas,levazim,kultur,135,5,41.0627271,29.0196144,2.0,0.0,"Levazım Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
besiktas,levazim,levazim,136,13,41.0552421,29.0043262,1.0,0.0,"Dolmabahçe - Levazım Tüneli, Dikilitaş Mahallesi, Levazım Mahallesi, Ulus Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34349, Türkiye"
besiktas,levazim,nisbetiye,137,22,41.0627271,29.0196144,2.0,0.0,"Levazım Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
besiktas,levazim,ulus,138,21,41.0599076,29.0258356,1.0,0.0,"Ulus Palmiye Sitesi, Ambarlıdere Yolu, Ulus, Ortaköy Mahallesi, Ulus Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34340, Türkiye"
besiktas,levent,konaklar,139,9,41.0815723,29.0169502,2.0,0.0,"Levent Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
besiktas,levent,merkez,140,9,41.0755237,29.0159594,1.0,0.0,"İSKİ Avrupa Bölgesi Terfi Merkez Şubesi Müdürlüğü Levent Depo ve Terfi Merkezi, Karakol Sokağı, Levent Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34330, Türkiye"
besiktas,ortakoy,mecidiye,141,40,41.0546272,29.0281901,2.0,0.0,"Ortaköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34347, Türkiye"
besiktas,ortakoy,ortakoy,142,29,41.049536,29.029947,1.0,0.0,"Ortaköy, 15 Temmuz Şehitler Köprüsü, Ortaköy Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34347, Türkiye"
besiktas,turkali,muradiye,143,26,41.047459,29.000023,1.0,0.0,"Muradiye, Nüzhetiye Caddesi, Muradiye Mahallesi, Türkali Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34357, Türkiye"
besiktas,turkali,turkali,144,40,41.0480378,29.0023817,1.0,0.0,"Türkali Köprü Sokağı, Türkali Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, 34357, Türkiye"
besiktas,turkali,visnezade,145,35,41.047674,29.0023049,2.0,0.0,"Türkali Mahallesi, Beşiktaş, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,anadoluhisari,anadolu hisari,146,3,41.0820905,29.0670489,1.0,0.0,"Anadolu Hisarı, Körfez Caddesi, Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
beykoz,anadoluhisari,kanlica,147,4,41.0820905,29.0670489,2.0,0.0,"Anadolu Hisarı, Körfez Caddesi, Anadolu Hisarı Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
beykoz,anadoluhisari,kavacik,148,57,41.0908081,29.0884133,1.0,0.0,"Kavacık, 2. Çevre Yolu, Otağtepe, Kavacık Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34810, Türkiye"
beykoz,beykoz,gumussuyu,149,8,41.1274751,29.1019054,1.0,0.0,"Gümüşsuyu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34820, Türkiye"
beykoz,beykoz,merkez,150,2,41.1344539,29.0926456,1.0,0.0,"Merkez Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,beykoz,ortacesme,151,12,41.1454717,29.0873267,1.0,0.0,"Ortaçeşme Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,beykoz,tokatkoy,152,9,41.1512733,29.0902937,1.0,0.0,"Tokatköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,beykoz,yeni mahalle,153,11,41.0683149,29.0822276,1.0,0.0,"Yeni Mahalle Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,cavusbasi,baklaci,154,1,41.0805835,29.1402268,2.0,0.0,"Çavuşbaşı Çiftlik Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34830, Türkiye"
beykoz,cavusbasi,cavusbasi ciftlik,155,7,41.0764977,29.1359827,1.0,0.0,"Beykoz Çavuşbaşı Çiftlik Mahalle Parkı, Çavuşbaşı, Çavuşbaşı Çiftlik Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,cavusbasi,cengeldere,156,1,41.0805835,29.1402268,2.0,0.0,"Çavuşbaşı Çiftlik Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34830, Türkiye"
beykoz,cavusbasi,fatih,157,5,41.0805835,29.1402268,2.0,0.0,"Çavuşbaşı Çiftlik Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34830, Türkiye"
beykoz,cavusbasi,yavuz selim,158,4,41.0805835,29.1402268,2.0,0.0,"Çavuşbaşı Çiftlik Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34830, Türkiye"
beykoz,cubuklu,cubuklu,159,19,41.106783,29.084008,1.0,0.0,"Çubuklu, Şehit Ersin Güner Caddesi, Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34805, Türkiye"
beykoz,cubuklu,ruzgarlibahce,160,4,41.1070356,29.0823348,2.0,0.0,"Çubuklu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,goksu,goksu,161,4,41.079174,29.074364,1.0,0.0,"Göksu, Göksu Caddesi, Göksu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34815, Türkiye"
beykoz,goksu,goztepe,162,10,41.0788847,29.0735518,2.0,0.0,"Göksu Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,koyler,dereseki,163,2,41.1343001,29.0920378,3.0,1.0,"Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,koyler,elmali,164,1,41.1343001,29.0920378,3.0,1.0,"Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,koyler,ornekkoy,165,4,41.1343001,29.0920378,3.0,1.0,"Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,koyler,pasamandira,166,1,41.1343001,29.0920378,3.0,1.0,"Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,koyler,riva,167,1,41.1343001,29.0920378,3.0,1.0,"Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,pasabahce,acarlar,168,6,41.1158743,29.0954233,2.0,0.0,"Paşabahçe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,pasabahce,cigdem,169,9,41.1128654,29.0971924,1.0,0.0,"Çiğdem İlkokulu, Karagözsırtı Caddesi, Çiğdem Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
beykoz,pasabahce,i̇ncirkoy,170,7,41.1158743,29.0954233,2.0,0.0,"Paşabahçe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,pasabahce,pasabahce,171,7,41.115726,29.094976,1.0,0.0,"Paşabahçe, Barbaros Caddesi, Paşabahçe Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
beykoz,pasabahce,soguksu,172,15,41.1141764,29.1048163,1.0,0.0,"PTT Soğuksu Şubesi, Mehmet Akif Ersoy Caddesi, İncirköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, 34800, Türkiye"
beykoz,tokatkoy,camlibahce,173,4,41.1512733,29.0902937,2.0,0.0,"Tokatköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beykoz,tokatkoy,yalikoy,174,7,41.1512733,29.0902937,2.0,0.0,"Tokatköy Mahallesi, Beykoz, İstanbul, Marmara Bölgesi, Türkiye"
beylikduzu,gurpinar,adnan kahveci,175,85,40.9898645,28.6110486,2.0,0.0,"Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
beylikduzu,gurpinar,dereagzi,176,15,40.976547,28.602989,1.0,0.0,"Dereağzı Mahallesi, Ömer Seyfettin Caddesi, Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
beylikduzu,gurpinar,gurpinar,177,17,40.9921341,28.5972406,1.0,0.0,"Beylikdüzü Gürpınar Sahili Halk Plajı, Gürpınar Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34528, Türkiye"
beylikduzu,kavakli,baris,178,42,40.9819486,28.6403256,2.0,0.0,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
beylikduzu,kavakli,buyuksehir,179,9,40.9819486,28.6403256,2.0,0.0,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
beylikduzu,kavakli,cumhuriyet,180,39,40.9819486,28.6403256,2.0,0.0,"Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
beylikduzu,kavakli,kavakli,181,95,40.9820357,28.6406715,1.0,0.0,"Kavaklı, Marmara Caddesi, Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
beylikduzu,kavakli,sahil,182,25,40.9678597,28.6393402,1.0,0.0,"Sahil Yolu, Marmara Caddesi, Kavaklı Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34520, Türkiye"
beylikduzu,yakuplu,marmara,183,41,40.990113,28.6700436,2.0,0.0,"Yakuplu Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34524, Türkiye"
beylikduzu,yakuplu,merkez,184,54,40.990113,28.6700436,2.0,0.0,"Yakuplu Mahallesi, Beylikdüzü, İstanbul, Marmara Bölgesi, 34524, Türkiye"
beyoglu,arapcami,bereketzade,185,8,41.0284233,28.9736808,3.0,1.0,"Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,arapcami,sahkulu,186,9,41.0284233,28.9736808,3.0,1.0,"Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,firuzaga,187,12,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,katip mustafa celebi,188,7,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,kilicali pasa,189,7,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,kuloglu,190,8,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,merkez,191,28,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,cihangir,tomtom,192,11,41.0330402,28.9853187,2.0,0.0,"Cihangir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,halicioglu,fetihtepe,193,14,41.0488286,28.9496751,2.0,0.0,"Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,halicioglu,halicioglu,194,10,41.0455923,28.9439338,1.0,0.0,"Halıcıoğlu, Halıcıoğlu Kavşağı, Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,halicioglu,kececi piri,195,5,41.0488286,28.9496751,2.0,0.0,"Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,halicioglu,ornektepe,196,12,41.0488286,28.9496751,2.0,0.0,"Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,halicioglu,piri pasa,197,11,41.0488286,28.9496751,2.0,0.0,"Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,halicioglu,sutluce,198,11,41.0488286,28.9496751,2.0,0.0,"Halıcıoğlu, Halıcıoğlu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34445, Türkiye"
beyoglu,i̇stiklal,asmali mescit,199,2,41.0310866,28.9740165,1.0,0.0,"Mikla - Turkey fusion , 15, Meşrutiyet Caddesi, İstiklal, Asmalı Mescit, Asmalı Mescit Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34430, Türkiye"
beyoglu,i̇stiklal,catma mescit,200,4,41.0416191,28.9692374,2.0,0.0,"İstiklal Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,kasimpasa,bedrettin,201,2,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,camiikebir,202,3,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,haciahmet,203,18,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,i̇stiklal,204,7,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,kadimehmet efendi,205,3,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,kaptanpasa,206,10,41.0394792,28.9653002,1.0,0.0,"Kaptanpaşa unlu mamülleri, Kasımpaşa Zincirlikuyu Caddesi, Kaptanpaşa Mahallesi, Camiikebir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,kucuk piyale,207,6,41.0398402,28.9657533,1.0,0.0,"Kücük Piyale Cami, Kasımpaşa Zincirlikuyu Caddesi, Kaptanpaşa Mahallesi, Camiikebir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,kulaksiz,208,6,41.0360665,28.9647485,1.0,0.0,"Kulaksız Caddesi, Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,piyalepasa,209,10,41.0424483,28.9662728,1.0,0.0,"Fırın Piyalepaşa, Kasımpaşa Zincirlikuyu Caddesi, Kaptanpaşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kasimpasa,yahya kahya,210,1,41.0350419,28.9650767,2.0,0.0,"Kasımpaşa, Kadı Mehmet Efendi, Kadı Mehmet Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34440, Türkiye"
beyoglu,kemankes,hacimimi,211,14,41.0240811,28.9789862,2.0,0.0,"Kemankeş Karamustafa Paşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,kemankes,kemankes karamustafa pasa,212,2,41.0240206,28.9785963,1.0,0.0,"Kemankeş Karamustafa Paşa, Kemankeş Karamustafa Paşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34425, Türkiye"
beyoglu,kemankes,mueyyetzade,213,3,41.0240811,28.9789862,2.0,0.0,"Kemankeş Karamustafa Paşa Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,purtelas,omer avni,214,13,41.0306987,28.9876883,2.0,0.0,"Pürtelaş Hasan Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
beyoglu,purtelas,purtelas hasan efendi,215,12,41.030743,28.9877541,1.0,0.0,"Pürtelaş Hasan Efendi, Pürtelaş Hasan Efendi Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34427, Türkiye"
beyoglu,taksim,gumussuyu,216,14,41.0381896,28.9915687,1.0,0.0,"İTÜ Gümüşsuyu Yerleşkesi, Dolmabahçe Gazhane Caddesi, Taksim, Gümüşsuyu, Gümüşsuyu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34437, Türkiye"
beyoglu,taksim,kocatepe,217,5,41.0380506,28.985549,2.0,0.0,"Taksim, Taksim Meydanı, Taksim, Gümüşsuyu, Gümüşsuyu Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34437, Türkiye"
beyoglu,tarlabasi,bostan,218,3,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,bulbul,219,4,41.040424,28.97883,1.0,0.0,"Bülbül Mahallesi, Irmak Caddesi, Tarlabaşı, Bülbül, Bülbül Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,cukur,220,2,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,huseyinaga,221,2,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,kalyoncu kullugu,222,9,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,kamer hatun,223,3,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,sehit muhtar,224,8,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,tarlabasi,sururi mehmet efendi,225,6,41.0366163,28.9806984,2.0,0.0,"Tarlabaşı, Tarlabaşı Bulvarı, Şehit Muhtar, Şehit Muhtar Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, 34435, Türkiye"
beyoglu,yenisehir,yenisehir,226,13,41.0422931,28.9781545,2.0,0.0,"Yenişehir Mahallesi, Beyoğlu, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,19 mayis,227,2,41.0224834,28.5818267,1.0,0.0,"19 Mayıs Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,alkent 2000,228,9,41.0771599,28.6194181,1.0,0.0,"Alkent 2000 Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
buyukcekmece,buyukcekmece,ataturk,229,15,41.0122636,28.6004016,1.0,0.0,"Atatürk Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,cakmakli,230,7,41.0533184,28.6231063,1.0,0.0,"Çakmaklı Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,cumhuriyet,231,17,41.0182947,28.6199899,1.0,0.0,"Cumhuriyet Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,dizdariye,232,3,41.0206023,28.5784482,1.0,0.0,"Dizdariye Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,fatih,233,6,41.0208293,28.586099,1.0,0.0,"Fatih Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,pinartepe,234,33,41.003226,28.6018529,1.0,0.0,"Pınartepe Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,buyukcekmece,yenimahalle,235,2,41.0248506,28.5729016,2.0,0.0,"Büyükçekmece Barajı, Dizdariye Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34500, Türkiye"
buyukcekmece,celaliye(kamiloba),celaliye,236,12,41.021654,28.579757,3.0,1.0,"Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,celaliye(kamiloba),kamiloba,237,14,41.021654,28.579757,3.0,1.0,"Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,kumburgaz,bahcelievler,238,9,41.009845,28.502267,1.0,0.0,"Bahçelievler Mahallesi, D-100, Tepecik, Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34530, Türkiye"
buyukcekmece,kumburgaz,guzelce,239,7,41.00749,28.516557,1.0,0.0,"Güzelce(E-5), D-100, Tepecik, Güzelce Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34530, Türkiye"
buyukcekmece,kumburgaz,kumburgaz,240,14,41.021654,28.579757,3.0,1.0,"Büyükçekmece, İstanbul, Marmara Bölgesi, Türkiye"
buyukcekmece,merkez,mimaroba,241,20,41.0114527,28.544221,1.0,0.0,"New Drita Mimaroba 1. Blok, 37/A, Hürriyet Caddesi, Tepecik, Ekinoba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,merkez,sinanoba,242,14,41.0144383,28.5460094,1.0,0.0,"Sharz - Sinanoba, D-100, Tepecik, Mimarsinan Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,mimarsinan,ekinoba,243,18,41.0121703,28.5360414,1.0,0.0,"Ekinoba, D-100, Tepecik, Murat Çesme Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,mimarsinan,mimar sinan merkez,244,14,41.016004,28.5606145,1.0,0.0,"Mimar Sinan Merkez Camil, Çınar Sokak, Tepecik, Mimarsinan Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,mimarsinan,murat cesme,245,5,41.0167597,28.5528008,1.0,0.0,"Sultan Murat Caddesi, Tepecik, Mimarsinan Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,tepecik,hurriyet,246,11,41.0138296,28.5486979,1.0,0.0,"Hürriyet Caddesi, Tepecik, Mimarsinan Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
buyukcekmece,tepecik,turkoba,247,4,41.0341204,28.5060277,1.0,0.0,"Türkoba Caddesi, Tepekent, Türkoba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34537, Türkiye"
buyukcekmece,tepecik,ulus,248,5,41.0038573,28.5404017,1.0,0.0,"Ulus Sokağı, Tepecik, Batıköy, Mimaroba Mahallesi, Büyükçekmece, İstanbul, Marmara Bölgesi, 34535, Türkiye"
catalca,catalca,ferhatpasa,249,10,,,,,
catalca,catalca,i̇zzettin,250,1,41.1767042,28.5039242,1.0,0.0,"İzzettin Mahallesi, Çatalca, İstanbul, Marmara Bölgesi, Türkiye"
catalca,merkez,nakkas,251,1,,,,,
cekmekoy,alemdag(alemdar),alemdag,252,18,41.0351579,29.1739149,3.0,1.0,"Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,alemdag(alemdar),catalmese,253,30,41.0351579,29.1739149,3.0,1.0,"Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,alemdag(alemdar),eksioglu,254,16,41.0351579,29.1739149,3.0,1.0,"Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,alemdag(alemdar),nisantepe,255,36,41.0351579,29.1739149,3.0,1.0,"Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,cekmekoy,camlik,256,21,41.0172216,29.193114,1.0,0.0,"Çamlık Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,cekmekoy,hamidiye,257,34,41.0268635,29.1885101,1.0,0.0,"Hamidiye Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,cekmekoy,mehmet akif,258,47,41.0208246,29.1858308,1.0,0.0,"Mehmet Akif Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, Türkiye"
cekmekoy,cekmekoy,merkez,259,60,41.0369088,29.1771094,1.0,0.0,"Merkez Mahallesi, Çekmeköy, İstanbul, Marmara Bölgesi, 34782, Türkiye"
