price,area_m2,room_count,district,neighborhood,total_rooms
13000.0,85.0,2+1,esenyurt,merkez,3.0
14000.0,95.0,2+1,esenyurt,merkez,3.0
12500.0,130.0,3+1,basaksehir,ikitelli,4.0
13000.0,90.0,2+1,esenyurt,merkez,3.0
14000.0,150.0,3+1,esenyurt,merkez,4.0
10000.0,75.0,2+1,beykoz,anadoluhisari,3.0
12500.0,100.0,2+1,bayrampasa,yildirim,3.0
12000.0,80.0,1+1,sultangazi,sultanciftligi,2.0
13000.0,80.0,1+1,esenyurt,merkez,2.0
10000.0,85.0,2+1,uskudar,ferah,3.0
13000.0,160.0,5+1,avcilar,merkez,6.0
13000.0,46.0,Stüdyo (1+0),esenyurt,merkez,1.0
13500.0,60.0,1+1,esenyurt,merkez,2.0
12000.0,80.0,1+1,beyoglu,tarlabasi,2.0
14000.0,110.0,3+1,esenler,sanayi,4.0
10000.0,100.0,2+1,umraniye,asagidudullu,3.0
12500.0,80.0,1+1,basaksehir,ikitelli,2.0
13000.0,110.0,2+1,esenyurt,merkez,3.0
12500.0,120.0,3+1,umraniye,cakmak,4.0
10000.0,120.0,3+1,fatih,akdeniz,4.0
13500.0,70.0,1+1,esenyurt,merkez,2.0
14000.0,179.0,2+1,esenyurt,merkez,3.0
12000.0,90.0,2+1,esenyurt,merkez,3.0
14000.0,53.0,Stüdyo (1+0),buyukcekmece,celaliye(kamiloba),1.0
10000.0,100.0,4+1,beykoz,koyler,5.0
13500.0,110.0,2+1,avcilar,yesilkent,3.0
12000.0,70.0,1+1,esenyurt,merkez,2.0
14000.0,70.0,1+1,basaksehir,ikitelli,2.0
12500.0,120.0,Stüdyo (1+0),fatih,kocamustafapasa,1.0
13500.0,84.0,1+1,esenyurt,merkez,2.0
14000.0,60.0,1+1,sultanbeyli,mehmetakif,2.0
12000.0,65.0,1+1,esenyurt,merkez,2.0
13000.0,90.0,2+1,avcilar,firuzkoy,3.0
12000.0,45.0,1+1,fatih,fener,2.0
12000.0,65.0,1+1,kucukcekmece,halkali,2.0
13000.0,100.0,2+1,esenyurt,merkez,3.0
12500.0,65.0,2+1,bagcilar,merkez,3.0
12500.0,90.0,2+1,beyoglu,kasimpasa,3.0
36000.0,110.0,2+1,beyoglu,piri pasa,3.0
36000.0,77.0,2+1,beyoglu,cihangir,3.0
35000.0,85.0,2+1,beyoglu,piri pasa,3.0
36500.0,60.0,1+1,beyoglu,sehit muhtar,2.0
32000.0,140.0,3+1,beyoglu,piyalepasa,4.0
35000.0,98.0,3+1,beyoglu,ornektepe,4.0
32500.0,75.0,2+1,beyoglu,yenisehir,3.0
33000.0,70.0,2+1,beyoglu,halicioglu,3.0
32000.0,65.0,2+1,beyoglu,piri pasa,3.0
35000.0,65.0,1+1,beyoglu,omer avni,2.0
35000.0,65.0,1+1,beyoglu,gumussuyu,2.0
36000.0,80.0,2+1,beyoglu,firuzaga,3.0
35000.0,65.0,1+1,beyoglu,yenisehir,2.0
33000.0,50.0,1+1,beyoglu,firuzaga,2.0
32000.0,80.0,2+1,beyoglu,kucuk piyale,3.0
33000.0,75.0,1+1,beyoglu,sehit muhtar,2.0
32000.0,80.0,2+1,beyoglu,kadimehmet efendi,3.0
36000.0,70.0,1+1,beyoglu,sururi mehmet efendi,2.0
35000.0,85.0,2+1,beyoglu,haciahmet,3.0
35000.0,55.0,1+1,beyoglu,firuzaga,2.0
35000.0,70.0,1+1,beyoglu,tomtom,2.0
35000.0,110.0,2+1,beyoglu,piri pasa,3.0
33000.0,70.0,1+1,beyoglu,tomtom,2.0
32000.0,90.0,2+1,beyoglu,kadimehmet efendi,3.0
34500.0,130.0,3+1,beyoglu,piyalepasa,4.0
36000.0,130.0,2+1,beyoglu,piri pasa,3.0
35000.0,55.0,1+1,beyoglu,sururi mehmet efendi,2.0
35000.0,45.0,1+1,beyoglu,kuloglu,2.0
32000.0,50.0,1+1,beyoglu,kuloglu,2.0
35500.0,60.0,1+1,beyoglu,sururi mehmet efendi,2.0
35000.0,60.0,1+1,beyoglu,katip mustafa celebi,2.0
32500.0,95.0,2+1,beyoglu,kucuk piyale,3.0
32000.0,70.0,1+1,beyoglu,sururi mehmet efendi,2.0
35000.0,55.0,1+1,beyoglu,katip mustafa celebi,2.0
32000.0,65.0,1+1,beyoglu,cihangir,2.0
36500.0,80.0,1+1,beyoglu,firuzaga,2.0
36500.0,70.0,1+1,beyoglu,cihangir,2.0
32000.0,50.0,Stüdyo (1+0),beyoglu,kuloglu,1.0
35000.0,55.0,1+1,beyoglu,kocatepe,2.0
37000.0,60.0,1+1,beyoglu,sehit muhtar,2.0
35000.0,80.0,1+1,beyoglu,catma mescit,2.0
35000.0,130.0,3+1,beyoglu,ornektepe,4.0
35000.0,70.0,1+1,beyoglu,sururi mehmet efendi,2.0
35000.0,75.0,2+1,beyoglu,hacimimi,3.0
32000.0,65.0,2+1,beyoglu,yenisehir,3.0
32000.0,60.0,1+1,beyoglu,gumussuyu,2.0
35000.0,55.0,1+1,beyoglu,omer avni,2.0
34000.0,90.0,2+1,beyoglu,ornektepe,3.0
35000.0,95.0,2+1,beyoglu,sehit muhtar,3.0
35000.0,60.0,1+1,beyoglu,omer avni,2.0
35000.0,85.0,2+1,beyoglu,kocatepe,3.0
33000.0,70.0,2+1,beyoglu,yahya kahya,3.0
32000.0,85.0,2+1,beyoglu,kulaksiz,3.0
36000.0,105.0,4+1,beyoglu,sutluce,5.0
32000.0,90.0,2+1,beyoglu,yenisehir,3.0
32000.0,120.0,2+1,beyoglu,piyalepasa,3.0
33000.0,60.0,2+1,beyoglu,kamer hatun,3.0
32500.0,85.0,2+1,beyoglu,haciahmet,3.0
35500.0,45.0,1+1,beyoglu,yenisehir,2.0
37000.0,60.0,1+1,beyoglu,katip mustafa celebi,2.0
36000.0,75.0,2+1,beyoglu,sururi mehmet efendi,3.0
37000.0,110.0,2+1,beyoglu,piri pasa,3.0
35000.0,80.0,2+1,beyoglu,purtelas hasan efendi,3.0
35000.0,70.0,2+1,beyoglu,kulaksiz,3.0
34200.0,75.0,1+1,beyoglu,camiikebir,2.0
37000.0,50.0,Stüdyo (1+0),beyoglu,firuzaga,1.0
32500.0,55.0,1+1,beyoglu,halicioglu,2.0
35000.0,120.0,3+1,beyoglu,kucuk piyale,4.0
36000.0,130.0,3+1,beyoglu,kulaksiz,4.0
33000.0,110.0,2+1,beyoglu,halicioglu,3.0
33000.0,90.0,2+1,beyoglu,piri pasa,3.0
35000.0,100.0,2+1,beyoglu,halicioglu,3.0
37000.0,85.0,2+1,beyoglu,piri pasa,3.0
42000.0,90.0,3+1,beyoglu,sururi mehmet efendi,4.0
39500.0,57.0,1+1,beyoglu,halicioglu,2.0
39000.0,78.0,1+1,beyoglu,piri pasa,2.0
45000.0,85.0,2+1,beyoglu,sutluce,3.0
43000.0,85.0,2+1,beyoglu,sutluce,3.0
45000.0,90.0,2+1,beyoglu,firuzaga,3.0
45000.0,120.0,3+1,beyoglu,kaptanpasa,4.0
40000.0,65.0,1+1,beyoglu,kuloglu,2.0
40000.0,100.0,2+1,beyoglu,yenisehir,3.0
45000.0,90.0,2+1,beyoglu,kocatepe,3.0
40000.0,115.0,3+1,beyoglu,kocatepe,4.0
45000.0,55.0,1+1,beyoglu,katip mustafa celebi,2.0
42000.0,60.0,1+1,beyoglu,cihangir,2.0
42000.0,120.0,3+1,beyoglu,piri pasa,4.0
38000.0,80.0,2+1,beyoglu,ornektepe,3.0
40000.0,60.0,1+1,beyoglu,firuzaga,2.0
38500.0,67.0,1+1,beyoglu,haciahmet,2.0
40000.0,85.0,2+1,beyoglu,kadimehmet efendi,3.0
40000.0,100.0,1+1,beyoglu,huseyinaga,2.0
45000.0,120.0,2+2,beyoglu,ornektepe,4.0
45000.0,100.0,2+1,beyoglu,kuloglu,3.0
40000.0,125.0,2+1,beyoglu,kalyoncu kullugu,3.0
40000.0,97.0,2+1,beyoglu,piri pasa,3.0
40000.0,60.0,1+1,beyoglu,cihangir,2.0
42500.0,115.0,3+1,beyoglu,halicioglu,4.0
45000.0,75.0,2+1,beyoglu,firuzaga,3.0
42000.0,75.0,1+1,beyoglu,cihangir,2.0
45000.0,80.0,3+1,beyoglu,firuzaga,4.0
40000.0,130.0,2+1,beyoglu,halicioglu,3.0
40000.0,80.0,1+1,beyoglu,haciahmet,2.0
45000.0,80.0,2+1,beyoglu,gumussuyu,3.0
43000.0,80.0,1+1,beyoglu,piri pasa,2.0
45000.0,70.0,1+1,beyoglu,haciahmet,2.0
45000.0,60.0,1+1,beyoglu,gumussuyu,2.0
42000.0,85.0,2+1,beyoglu,ornektepe,3.0
40000.0,90.0,2+1,beyoglu,kaptanpasa,3.0
40000.0,95.0,2+1,beyoglu,piri pasa,3.0
39000.0,60.0,1+1,beyoglu,tomtom,2.0
40000.0,65.0,1+1,beyoglu,catma mescit,2.0
40000.0,105.0,1+1,beyoglu,kuloglu,2.0
45000.0,85.0,2+1,beyoglu,cihangir,3.0
40000.0,85.0,2+1,beyoglu,kulaksiz,3.0
40000.0,55.0,Stüdyo (1+0),beyoglu,hacimimi,1.0
42000.0,85.0,2+1,beyoglu,kalyoncu kullugu,3.0
45000.0,75.0,1+1,beyoglu,kuloglu,2.0
43500.0,80.0,2+1,beyoglu,tomtom,3.0
40000.0,65.0,1+1,beyoglu,bereketzade,2.0
45000.0,120.0,3+1,beyoglu,ornektepe,4.0
42500.0,80.0,2+1,beyoglu,gumussuyu,3.0
45000.0,55.0,1+1,beyoglu,sehit muhtar,2.0
42000.0,55.0,1+1,beyoglu,sehit muhtar,2.0
40000.0,60.0,1+1,beyoglu,katip mustafa celebi,2.0
45000.0,95.0,2+1,beyoglu,kececi piri,3.0
40000.0,120.0,2+1,beyoglu,kocatepe,3.0
42000.0,95.0,2+1,beyoglu,sehit muhtar,3.0
45000.0,100.0,2+1,beyoglu,cihangir,3.0
45000.0,85.0,2+1,beyoglu,yenisehir,3.0
45000.0,85.0,2+1,beyoglu,gumussuyu,3.0
43000.0,110.0,2+1,beyoglu,firuzaga,3.0
45000.0,118.0,3+1,beyoglu,halicioglu,4.0
41500.0,60.0,2+1,beyoglu,kuloglu,3.0
45000.0,75.0,1+1,beyoglu,evliya celebi,2.0
45000.0,95.0,2+1,beyoglu,firuzaga,3.0
45000.0,68.0,1+1,beyoglu,bulbul,2.0
42000.0,130.0,3+1,beyoglu,kececi piri,4.0
45000.0,60.0,1+1,beyoglu,cihangir,2.0
45000.0,80.0,2+1,beyoglu,firuzaga,3.0
40000.0,65.0,1+1,beyoglu,camiikebir,2.0
39000.0,80.0,2+1,beyoglu,firuzaga,3.0
43000.0,90.0,2+1,beyoglu,kulaksiz,3.0
40000.0,73.0,2+1,beyoglu,piri pasa,3.0
40000.0,105.0,2+1,beyoglu,cukur,3.0
42000.0,65.0,1.5+1,beyoglu,cihangir,2.5
39000.0,65.0,1+1,beyoglu,cihangir,2.0
45000.0,58.0,1+1,beyoglu,kececi piri,2.0
40000.0,85.0,2+1,beyoglu,cukur,3.0
42500.0,50.0,1+1,beyoglu,katip mustafa celebi,2.0
45000.0,50.0,1+1,beyoglu,cihangir,2.0
40000.0,90.0,2+1,beyoglu,cihangir,3.0
45000.0,85.0,2+1,beyoglu,tomtom,3.0
43000.0,80.0,1+1,beyoglu,firuzaga,2.0
40000.0,70.0,1+1,beyoglu,kuloglu,2.0
38000.0,66.0,1+1,beyoglu,sahkulu,2.0
40000.0,80.0,1+1,beyoglu,sahkulu,2.0
45000.0,65.0,1+1,beyoglu,katip mustafa celebi,2.0
38000.0,110.0,3+1,beyoglu,kalyoncu kullugu,4.0
45000.0,85.0,1+1,beyoglu,haciahmet,2.0
38000.0,65.0,1+1,beyoglu,gumussuyu,2.0
45000.0,64.0,1+1,beyoglu,haciahmet,2.0
40000.0,60.0,1+1,beyoglu,tomtom,2.0
40000.0,85.0,2+1,beyoglu,cihangir,3.0
44000.0,75.0,2+1,beyoglu,kulaksiz,3.0
40000.0,88.0,2+1,beyoglu,cihangir,3.0
42500.0,85.0,2+1,beyoglu,piri pasa,3.0
39000.0,75.0,2+1,beyoglu,katip mustafa celebi,3.0
39000.0,60.0,2+1,beyoglu,kocatepe,3.0
40000.0,67.0,1+1,beyoglu,haciahmet,2.0
41000.0,75.0,2+1,beyoglu,halicioglu,3.0
40000.0,120.0,2+2,beyoglu,piri pasa,4.0
45000.0,65.0,1+1,beyoglu,sehit muhtar,2.0
42000.0,45.0,1+1,beyoglu,gumussuyu,2.0
45000.0,60.0,2+1,beyoglu,sururi mehmet efendi,3.0
45000.0,55.0,1+1,beyoglu,gumussuyu,2.0
45000.0,140.0,3+1,beyoglu,yenisehir,4.0
39000.0,70.0,1+1,beyoglu,omer avni,2.0
45000.0,65.0,1+1,beyoglu,bedrettin,2.0
40000.0,95.0,3+2,beyoglu,piri pasa,5.0
50000.0,55.0,1+1,beyoglu,firuzaga,2.0
52000.0,100.0,2+1,beyoglu,cihangir,3.0
52000.0,120.0,3+1,beyoglu,cihangir,4.0
55000.0,75.0,2+1,beyoglu,sahkulu,3.0
55000.0,110.0,2+1,beyoglu,cihangir,3.0
55000.0,120.0,1+1,beyoglu,purtelas hasan efendi,2.0
48000.0,80.0,1+1,beyoglu,cihangir,2.0
55000.0,70.0,1+1,beyoglu,sehit muhtar,2.0
55000.0,60.0,1+1,beyoglu,kuloglu,2.0
47000.0,95.0,2+1,beyoglu,cihangir,3.0
55000.0,45.0,1+1,beyoglu,bereketzade,2.0
55000.0,80.0,2+1,beyoglu,tomtom,3.0
55000.0,50.0,1+1,beyoglu,firuzaga,2.0
55000.0,80.0,2+1,beyoglu,cihangir,3.0
50000.0,65.0,1+1,beyoglu,cihangir,2.0
55000.0,95.0,2+1,beyoglu,firuzaga,3.0
50000.0,60.0,1+1,beyoglu,sehit muhtar,2.0
49000.0,60.0,1+1,beyoglu,bereketzade,2.0
50000.0,70.0,3+1,beyoglu,kuloglu,4.0
55000.0,100.0,3+1,beyoglu,asmali mescit,4.0
55000.0,81.0,1+1,beyoglu,haciahmet,2.0
55000.0,155.0,3+1,beyoglu,piri pasa,4.0
55000.0,65.0,1+1,beyoglu,kemankes karamustafa pasa,2.0
50000.0,80.0,2+1,beyoglu,gumussuyu,3.0
51000.0,80.0,1+1,beyoglu,piri pasa,2.0
54000.0,85.0,3+1,beyoglu,katip mustafa celebi,4.0
55000.0,90.0,3+1,beyoglu,cihangir,4.0
50000.0,68.0,2+1,beyoglu,cihangir,3.0
55000.0,118.0,1+1,beyoglu,haciahmet,2.0
50000.0,60.0,1+1,beyoglu,cihangir,2.0
51000.0,85.0,2+1,beyoglu,sutluce,3.0
51000.0,85.0,2+1,beyoglu,tomtom,3.0
50000.0,125.0,2+1,beyoglu,kocatepe,3.0
50000.0,65.0,2+1,beyoglu,bereketzade,3.0
50000.0,100.0,2+1,beyoglu,gumussuyu,3.0
55000.0,75.0,1+1,beyoglu,kemankes karamustafa pasa,2.0
55000.0,110.0,2+1,beyoglu,halicioglu,3.0
48000.0,65.0,1+1,beyoglu,bereketzade,2.0
55000.0,90.0,2+1,beyoglu,cihangir,3.0
53000.0,70.0,2+1,beyoglu,kocatepe,3.0
48000.0,65.0,1+1,beyoglu,sehit muhtar,2.0
49500.0,69.0,1+1,beyoglu,haciahmet,2.0
55000.0,50.0,1+1,beyoglu,cihangir,2.0
55000.0,65.0,1+1,beyoglu,bereketzade,2.0
55000.0,80.0,2+1,beyoglu,kemankes karamustafa pasa,3.0
50000.0,90.0,2+1,beyoglu,kamer hatun,3.0
55000.0,65.0,1+1,beyoglu,firuzaga,2.0
52000.0,88.0,2+1,beyoglu,sutluce,3.0
55000.0,80.0,2+1,beyoglu,firuzaga,3.0
55000.0,100.0,2+1,beyoglu,firuzaga,3.0
52500.0,70.0,2+1,beyoglu,tomtom,3.0
54500.0,85.0,1+1,beyoglu,kilicali pasa,2.0
53000.0,105.0,2+1,beyoglu,sutluce,3.0
48000.0,110.0,3+1,beyoglu,piri pasa,4.0
50000.0,130.0,3+1,beyoglu,piri pasa,4.0
55000.0,58.0,1+1,beyoglu,sahkulu,2.0
53000.0,70.0,1+1,beyoglu,kilicali pasa,2.0
50000.0,55.0,1+1,beyoglu,purtelas hasan efendi,2.0
53000.0,104.0,1+1,beyoglu,tomtom,2.0
50000.0,70.0,1+1,beyoglu,cihangir,2.0
55000.0,70.0,2+1,beyoglu,kalyoncu kullugu,3.0
47500.0,100.0,3+1,beyoglu,huseyinaga,4.0
50000.0,70.0,2+1,beyoglu,emekyemez,3.0
55000.0,85.0,2+1,beyoglu,bereketzade,3.0
55000.0,60.0,1+1,beyoglu,gumussuyu,2.0
48500.0,95.0,2+1,beyoglu,gumussuyu,3.0
50000.0,50.0,1+1,beyoglu,gumussuyu,2.0
52000.0,57.0,1+1,beyoglu,cihangir,2.0
50000.0,66.0,1+1,beyoglu,sehit muhtar,2.0
46500.0,80.0,1+1,beyoglu,bereketzade,2.0
55000.0,75.0,2+1,beyoglu,cihangir,3.0
55000.0,95.0,2+1,beyoglu,bulbul,3.0
52250.0,175.0,3+1,beyoglu,cihangir,4.0
50000.0,105.0,2+1,beyoglu,gumussuyu,3.0
50000.0,95.0,2+1,beyoglu,gumussuyu,3.0
55000.0,65.0,1+1,beyoglu,cukur,2.0
55000.0,85.0,2+1,beyoglu,gumussuyu,3.0
50000.0,70.0,2+1,beyoglu,piyalepasa,3.0
46000.0,115.0,2+1,beyoglu,gumussuyu,3.0
50000.0,75.0,1+1,beyoglu,kocatepe,2.0
55000.0,75.0,2.5+1,beyoglu,cihangir,3.5
50000.0,65.0,1+1,beyoglu,bereketzade,2.0
55000.0,75.0,1+1,beyoglu,gumussuyu,2.0
53000.0,80.0,2+1,beyoglu,cihangir,3.0
47000.0,50.0,1+1,beyoglu,cihangir,2.0
63000.0,79.0,1+1,beyoglu,istiklal,2.0
57500.0,70.0,1+1,beyoglu,gumussuyu,2.0
62000.0,95.0,2+1,beyoglu,kuloglu,3.0
65000.0,155.0,3+1,beyoglu,cihangir,4.0
75000.0,125.0,3+1,beyoglu,sutluce,4.0
63000.0,95.0,2+1,beyoglu,tomtom,3.0
58000.0,75.0,1+1,beyoglu,haciahmet,2.0
57000.0,100.0,2+1,beyoglu,sutluce,3.0
70000.0,90.0,2+1,beyoglu,gumussuyu,3.0
75000.0,110.0,2+1,beyoglu,istiklal,3.0
60000.0,170.0,3+2,beyoglu,piri pasa,5.0
70000.0,130.0,2+0,beyoglu,kemankes karamustafa pasa,2.0
65000.0,75.0,2+1,beyoglu,mueyyetzade,3.0
57000.0,103.0,2+1,beyoglu,sutluce,3.0
65000.0,95.0,2+1,beyoglu,hacimimi,3.0
70000.0,75.0,1+1,beyoglu,kilicali pasa,2.0
68000.0,80.0,1+1,beyoglu,istiklal,2.0
65000.0,63.0,1+1,beyoglu,tomtom,2.0
75000.0,90.0,2+1,beyoglu,kilicali pasa,3.0
60000.0,120.0,2+1,beyoglu,bereketzade,3.0
59000.0,93.0,2+1,beyoglu,haciahmet,3.0
68000.0,90.0,2+1,beyoglu,haciahmet,3.0
69000.0,74.0,1+1,beyoglu,istiklal,2.0
75000.0,85.0,1+1,beyoglu,bereketzade,2.0
75000.0,90.0,2+1,beyoglu,sahkulu,3.0
65000.0,100.0,2+1,beyoglu,cihangir,3.0
65000.0,90.0,1+1,beyoglu,emekyemez,2.0
65000.0,95.0,1+1,beyoglu,cihangir,2.0
70000.0,100.0,1+1,beyoglu,firuzaga,2.0
75000.0,105.0,4+1,beyoglu,katip mustafa celebi,5.0
75000.0,150.0,3+1,beyoglu,omer avni,4.0
59000.0,58.0,1+1,beyoglu,tomtom,2.0
60000.0,120.0,2.5+1,beyoglu,sehit muhtar,3.5
65000.0,70.0,1+1,beyoglu,gumussuyu,2.0
58000.0,65.0,1+1,beyoglu,cihangir,2.0
60000.0,60.0,1+1,beyoglu,firuzaga,2.0
65000.0,90.0,2+1,beyoglu,istiklal,3.0
57500.0,170.0,4+2,beyoglu,sutluce,6.0
58000.0,62.0,1+1,beyoglu,haciahmet,2.0
70000.0,150.0,3+1,beyoglu,purtelas hasan efendi,4.0
65000.0,95.0,2+1,beyoglu,kamer hatun,3.0
65000.0,80.0,1+1,beyoglu,gumussuyu,2.0
60000.0,75.0,1+1,beyoglu,kilicali pasa,2.0
65000.0,65.0,1+1,beyoglu,gumussuyu,2.0
65000.0,80.0,2+1,beyoglu,firuzaga,3.0
65000.0,90.0,2+1,beyoglu,kamer hatun,3.0
56500.0,70.0,1+1,beyoglu,kuloglu,2.0
75000.0,65.0,1+1,beyoglu,gumussuyu,2.0
73000.0,165.0,3+1,beyoglu,sutluce,4.0
69500.0,120.0,2+1,beyoglu,cihangir,3.0
65000.0,65.0,1+1,beyoglu,tomtom,2.0
66000.0,75.0,1+1,beyoglu,cihangir,2.0
60000.0,75.0,1+1,beyoglu,istiklal,2.0
69000.0,79.0,2+1,beyoglu,istiklal,3.0
60000.0,80.0,1+1,beyoglu,sahkulu,2.0
59000.0,115.0,2+1,beyoglu,purtelas hasan efendi,3.0
60000.0,107.0,2+1,beyoglu,sutluce,3.0
64000.0,180.0,4+1,beyoglu,ornektepe,5.0
72000.0,80.0,2+1,beyoglu,omer avni,3.0
65000.0,100.0,2+1,beyoglu,kilicali pasa,3.0
63000.0,70.0,1+1,beyoglu,gumussuyu,2.0
60000.0,68.0,1+1,beyoglu,istiklal,2.0
70000.0,81.0,2+1,beyoglu,istiklal,3.0
65000.0,80.0,1+1,beyoglu,camiikebir,2.0
56500.0,70.0,1+1,beyoglu,firuzaga,2.0
65000.0,75.0,1+1,beyoglu,cihangir,2.0
70000.0,100.0,2+1,beyoglu,sehit muhtar,3.0
75000.0,85.0,1+1,beyoglu,omer avni,2.0
60000.0,70.0,2+1,beyoglu,kuloglu,3.0
58000.0,130.0,3+1,beyoglu,gumussuyu,4.0
65000.0,79.0,1+1,beyoglu,istiklal,2.0
75000.0,110.0,2+1,beyoglu,purtelas hasan efendi,3.0
65000.0,60.0,1+1,beyoglu,kocatepe,2.0
65000.0,110.0,2+1,beyoglu,firuzaga,3.0
65000.0,180.0,2+1,beyoglu,kalyoncu kullugu,3.0
58000.0,70.0,1+1,beyoglu,haciahmet,2.0
60000.0,60.0,1+1,beyoglu,istiklal,2.0
75000.0,90.0,2+1,beyoglu,istiklal,3.0
75000.0,90.0,2+1,beyoglu,cihangir,3.0
60000.0,130.0,3+1,beyoglu,omer avni,4.0
57000.0,70.0,2+1,beyoglu,firuzaga,3.0
58000.0,60.0,1+1,beyoglu,haciahmet,2.0
59000.0,90.0,3+1,beyoglu,gumussuyu,4.0
58000.0,60.0,1+1,beyoglu,mueyyetzade,2.0
65000.0,160.0,3+1,beyoglu,cihangir,4.0
60000.0,100.0,2+1,beyoglu,tomtom,3.0
62000.0,85.0,2+1,beyoglu,kuloglu,3.0
65000.0,128.0,2+1,beyoglu,kalyoncu kullugu,3.0
65000.0,65.0,1+1,beyoglu,omer avni,2.0
57000.0,85.0,2+1,beyoglu,gumussuyu,3.0
58000.0,85.0,1+1,beyoglu,haciahmet,2.0
58000.0,72.0,1+1,beyoglu,haciahmet,2.0
58000.0,66.0,1+1,beyoglu,haciahmet,2.0
70000.0,130.0,3+1,beyoglu,catma mescit,4.0
83000.0,70.0,1+1,beyoglu,tomtom,2.0
120000.0,160.0,3+1,beyoglu,mueyyetzade,4.0
140000.0,147.0,2+1,beyoglu,hacimimi,3.0
125000.0,120.0,2+1,beyoglu,gumussuyu,3.0
80000.0,120.0,3+1,beyoglu,sahkulu,4.0
85000.0,115.0,2+1,beyoglu,sehit muhtar,3.0
125000.0,150.0,3+1,beyoglu,sahkulu,4.0
120000.0,100.0,2+1,beyoglu,sahkulu,3.0
135000.0,178.0,3+1,beyoglu,istiklal,4.0
86000.0,66.0,1+1,beyoglu,hacimimi,2.0
85000.0,88.0,2+1,beyoglu,tomtom,3.0
80000.0,65.0,2+1,beyoglu,cihangir,3.0
80000.0,80.0,2+1,beyoglu,tomtom,3.0
80000.0,105.0,2+1,beyoglu,kuloglu,3.0
80000.0,120.0,2+1,beyoglu,purtelas hasan efendi,3.0
140000.0,130.0,2+1,beyoglu,tomtom,3.0
110000.0,180.0,3+1,beyoglu,gumussuyu,4.0
125000.0,100.0,2+1,beyoglu,omer avni,3.0
120000.0,140.0,3+2,beyoglu,cihangir,5.0
115000.0,100.0,2+1,beyoglu,kilicali pasa,3.0
125000.0,90.0,2+1,beyoglu,hacimimi,3.0
90000.0,170.0,2+1,beyoglu,haciahmet,3.0
83000.0,65.0,1+1,beyoglu,tomtom,2.0
115000.0,120.0,2+1,beyoglu,omer avni,3.0
125000.0,77.0,1+1,beyoglu,hacimimi,2.0
105000.0,110.0,2+1,beyoglu,cihangir,3.0
140000.0,85.0,2+1,beyoglu,purtelas hasan efendi,3.0
76000.0,140.0,3+1,beyoglu,firuzaga,4.0
125000.0,143.0,2+1,beyoglu,kilicali pasa,3.0
77000.0,84.0,1+1,beyoglu,kececi piri,2.0
121000.0,150.0,1+1,beyoglu,sahkulu,2.0
135000.0,130.0,2+1,beyoglu,kilicali pasa,3.0
80000.0,80.0,2+1,beyoglu,bereketzade,3.0
115000.0,150.0,2+1,beyoglu,tomtom,3.0
100000.0,120.0,3+1,beyoglu,katip mustafa celebi,4.0
82000.0,120.0,2+1,beyoglu,bereketzade,3.0
150000.0,150.0,3+1,beyoglu,sahkulu,4.0
95000.0,132.0,2+1,beyoglu,istiklal,3.0
95000.0,100.0,2+1,beyoglu,kilicali pasa,3.0
91000.0,100.0,1+1,beyoglu,sahkulu,2.0
120000.0,85.0,1+1,beyoglu,mueyyetzade,2.0
130000.0,137.0,2.5+1,beyoglu,cihangir,3.5
125000.0,178.0,3+1,beyoglu,istiklal,4.0
92500.0,115.0,2+1,beyoglu,hacimimi,3.0
125000.0,75.0,1+1,beyoglu,bereketzade,2.0
135000.0,110.0,2+1,beyoglu,purtelas hasan efendi,3.0
85000.0,85.0,2+1,beyoglu,hacimimi,3.0
110000.0,120.0,2+1,beyoglu,kilicali pasa,3.0
130000.0,165.0,3+1,beyoglu,kilicali pasa,4.0
140000.0,140.0,3+1,beyoglu,omer avni,4.0
85000.0,95.0,2+1,beyoglu,cihangir,3.0
125000.0,130.0,2+1,beyoglu,kilicali pasa,3.0
90000.0,120.0,2+1,beyoglu,firuzaga,3.0
80000.0,130.0,3+1,beyoglu,sahkulu,4.0
100000.0,70.0,1+1,beyoglu,hacimimi,2.0
120000.0,110.0,2+1,beyoglu,gumussuyu,3.0
90000.0,120.0,3+1,beyoglu,sahkulu,4.0
85000.0,90.0,2+1,beyoglu,cihangir,3.0
82900.0,150.0,2+1,beyoglu,istiklal,3.0
120000.0,200.0,4+1,beyoglu,mueyyetzade,5.0
80000.0,135.0,3+1,beyoglu,cihangir,4.0
130000.0,160.0,3+1,beyoglu,kilicali pasa,4.0
85000.0,105.0,2+1,beyoglu,istiklal,3.0
95000.0,110.0,3+1,beyoglu,sahkulu,4.0
90000.0,160.0,3.5+1,beyoglu,gumussuyu,4.5
99600.0,110.0,2+1,beyoglu,omer avni,3.0
86000.0,90.0,1+1,beyoglu,hacimimi,2.0
110000.0,125.0,4+1,beyoglu,bereketzade,5.0
125000.0,170.0,4+1,beyoglu,bereketzade,5.0
95000.0,125.0,2+1,beyoglu,mueyyetzade,3.0
150000.0,150.0,4+1,beyoglu,evliya celebi,5.0
125000.0,80.0,1+1,beyoglu,sahkulu,2.0
85000.0,119.0,2+1,beyoglu,istiklal,3.0
125000.0,92.0,1+1,beyoglu,hacimimi,2.0
76000.0,170.0,3+1,beyoglu,omer avni,4.0
89000.0,100.0,2+1,beyoglu,gumussuyu,3.0
80000.0,80.0,1+1,beyoglu,sahkulu,2.0
