price,area_m2,room_count,district,neighborhood,total_rooms
27500.0,80.0,2+1,sancaktepe,fatih,3.0
26500.0,85.0,2+1,sancaktepe,emek,3.0
28000.0,90.0,2+1,sancaktepe,sarigazi,3.0
30000.0,56.0,1+1,sancaktepe,fatih,2.0
30000.0,75.0,2+1,sancaktepe,fatih,3.0
27000.0,130.0,3+1,sancaktepe,veysel karani,4.0
27500.0,80.0,1+1,sancaktepe,osmangazi,2.0
28000.0,90.0,2+1,sancaktepe,abdurrahmangazi,3.0
30000.0,90.0,2+1,sancaktepe,merve,3.0
27000.0,145.0,3+1,sancaktepe,mevlana,4.0
27000.0,120.0,2+1,sancaktepe,veysel karani,3.0
