district,sub_district,neighborhood,location_id,listing_count
sisli,okmeydani,kaptan pasa,634,2
sisli,okmeydani,mahmut sevket pasa,635,9
sisli,sisli,ergenekon,636,17
sisli,sisli,merkez,637,63
sisli,tesvikiye,tesvikiye,638,63
sultanbeyli,mehmetakif,abdurrahmangazi,639,16
sultanbeyli,mehmetakif,fatih,640,3
sultanbeyli,mehmetakif,hasanpasa,641,25
sultanbeyli,mehmetakif,mehmet akif,642,28
sultanbeyli,mimarsinan,adil,643,46
sultanbeyli,mimarsinan,battalgazi,644,46
sultanbeyli,mimarsinan,mimar sinan,645,41
sultanbeyli,necipfazil,aksemsettin,646,13
sultanbeyli,necipfazil,hamidiye,647,9
sultanbeyli,necipfazil,necip fazil,648,21
sultanbeyli,necipfazil,orhangazi,649,26
sultanbeyli,necipfazil,yavuz selim,650,15
sultanbeyli,turgutreis,ahmet yesevi,651,14
sultanbeyli,turgutreis,mecidiye,652,10
sultanbeyli,turgutreis,turgut reis,653,9
sultangazi,cebeci,habibler,654,3
sultangazi,cebeci,i̇smetpasa,655,7
sultangazi,cebeci,merkez,656,18
sultangazi,merkez,eski habipler,657,9
sultangazi,sultanciftligi,50. yil,658,13
sultangazi,sultanciftligi,cumhuriyet,659,2
sultangazi,sultanciftligi,esentepe,660,6
sultangazi,sultanciftligi,sultanciftligi,661,10
sultangazi,sultanciftligi,ugur mumcu,662,10
sultangazi,zubeydehanim,75. yil,663,2
sultangazi,zubeydehanim,gazi,664,14
sultangazi,zubeydehanim,yunus emre,665,27
sultangazi,zubeydehanim,zubeyde hanim,666,13
tuzla,akfirat,tepeoren,667,2
tuzla,aydinli,aydinli,668,130
tuzla,i̇cmeler,aydintepe,669,69
tuzla,i̇cmeler,i̇cmeler,670,16
tuzla,i̇stasyon,i̇stasyon,671,40
tuzla,merkez,cami,672,11
tuzla,mimarsinan,mimar sinan,673,33
tuzla,mimarsinan,sifa,674,20
tuzla,orhanli,fatih,675,6
tuzla,orhanli,mescit,676,13
tuzla,orhanli,orhanli,677,1
tuzla,orhanli,orta,678,6
tuzla,postane,merkez,679,26
tuzla,tersaneler,evliya celebi,680,24
tuzla,tersaneler,yayla,681,45
umraniye,asagidudullu,adem yavuz,682,5
umraniye,asagidudullu,asagi dudullu,683,22
umraniye,asagidudullu,cemil meric,684,16
umraniye,asagidudullu,huzur,685,7
umraniye,asagidudullu,parseller,686,17
umraniye,atakent,i̇stiklal,687,30
umraniye,atakent,merkez,688,13
umraniye,ataturk,ataturk,689,19
umraniye,ataturk,tantavi,690,23
umraniye,cakmak,armaganevler,691,63
umraniye,cakmak,cakmak,692,50
umraniye,cakmak,camlik,693,45
umraniye,cakmak,finanskent,694,83
umraniye,cakmak,site,695,35
umraniye,esenevler,merkez,696,16
umraniye,esensehir,esenkent,697,17
umraniye,esensehir,esensehir,698,28
umraniye,esensehir,madenler,699,11
umraniye,esensehir,necip fazil,700,18
umraniye,ihlamurkuyu,merkez,701,12
umraniye,kazimkarabekir,elmalikent,702,7
umraniye,kazimkarabekir,hekimbasi,703,1
umraniye,kazimkarabekir,kazim karabekir,704,5
umraniye,merkez,dumlupinar,705,3
umraniye,merkez,fatih sultan mehmet,706,5
umraniye,merkez,i̇nkilap,707,28
umraniye,merkez,namik kemal,708,18
umraniye,merkez,topagaci,709,5
umraniye,merkez,yamanevler,710,35
umraniye,serifali,mehmet akif,711,34
umraniye,serifali,serifali,712,22
umraniye,serifali,tatlisu,713,64
umraniye,tepeustu,tepeustu,714,9
umraniye,yukaridudullu,altinsehir,715,13
umraniye,yukaridudullu,yukari dudullu,716,13
uskudar,acibadem,acibadem,717,43
uskudar,altunizade,barbaros,718,31
uskudar,altunizade,merkez,719,12
uskudar,baglarbasi,i̇cadiye,720,17
uskudar,baglarbasi,murat reis,721,9
uskudar,baglarbasi,selami ali,722,10
uskudar,baglarbasi,valide-i atik,723,15
uskudar,bahcelievler,bahcelievler,724,45
uskudar,beylerbeyi,burhaniye,725,21
uskudar,beylerbeyi,kupluce,726,15
uskudar,beylerbeyi,merkez,727,8
uskudar,bulgurlu,cumhuriyet,728,39
uskudar,bulgurlu,merkez,729,37
uskudar,camlica,kucuk camlica,730,7
uskudar,cengelkoy,cengelkoy,731,27
uskudar,cengelkoy,guzeltepe,732,34
uskudar,cengelkoy,kirazlitepe,733,5
uskudar,cengelkoy,mehmet akif ersoy,734,19
uskudar,dogancilar,ahmediye,735,15
uskudar,ferah,kisikli,736,26
uskudar,ferah,merkez,737,24
uskudar,ferah,yavuzturk,738,10
uskudar,kandilli,kucuksu,739,41
uskudar,kandilli,kuleli,740,3
uskudar,kandilli,merkez,741,2
uskudar,kuzguncuk,merkez,742,2
uskudar,merkez,aziz mahmut hudayi,743,10
uskudar,merkez,mimar sinan,744,19
uskudar,merkez,salacak,745,19
uskudar,merkez,sultantepe,746,18
uskudar,merkez,zeynep kamil,747,12
uskudar,selimiye,merkez,748,8
uskudar,unalan,unalan,749,45
zeytinburnu,bestelsiz,bestelsiz,750,3
zeytinburnu,bestelsiz,gokalp,751,3
zeytinburnu,bestelsiz,kazlicesme,752,15
zeytinburnu,bestelsiz,telsiz,753,6
zeytinburnu,bestelsiz,yenidogan,754,3
zeytinburnu,cirpici,cirpici,755,4
zeytinburnu,cirpici,nuripasa,756,5
zeytinburnu,cirpici,sumer,757,15
zeytinburnu,cirpici,veliefendi,758,17
zeytinburnu,cirpici,yesiltepe,759,3
zeytinburnu,maltepe,merkez,760,26
zeytinburnu,merkezefendi,merkez,761,12
zeytinburnu,merkezefendi,seyitnizam,762,9
